ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
212599_at	6.13	4.82	2.47	0.0009	0.0472	AUTS2	autism susceptibility candidate 2
239794_at	5.84	7.22	-2.6	0.0009	0.0472		
1553106_at	6.24	4.38	3.63	0.0009	0.0472	C5orf24	chromosome 5 open reading frame 24
1557094_at	5.31	4.14	2.25	0.0009	0.0472	ANXA8	annexin A8
1559827_at	7.52	8.87	-2.55	0.0009	0.0472	LINC00960	long intergenic non-protein coding RNA 960
206100_at	4.65	3.5	2.22	0.0009	0.0472	CPM	carboxypeptidase M
241680_at	7.45	6.11	2.53	0.0009	0.0472		
201037_at	11.89	13.12	-2.34	0.0009	0.0473	PFKP	phosphofructokinase, platelet
238148_s_at	7.25	6.06	2.29	0.0009	0.0473	ZNF818P	zinc finger protein 818, pseudogene
219010_at	9.31	7.73	2.98	0.0009	0.0473	C1orf106	chromosome 1 open reading frame 106
1559393_at	4.07	5.36	-2.46	0.0010	0.0473	ALDH1L2	aldehyde dehydrogenase 1 family, member L2
209383_at	9.79	12.03	-4.72	0.0010	0.0474	DDIT3	DNA-damage-inducible transcript 3
212861_at	10.14	8.99	2.21	0.0010	0.0474	MFSD5	major facilitator superfamily domain containing 5
1555953_at	7.43	6.04	2.61	0.0010	0.0474	SLC19A1	solute carrier family 19 (folate transporter), member 1
213988_s_at	10.03	11.46	-2.7	0.0010	0.0475	SAT1	spermidine/spermine N1-acetyltransferase 1
205510_s_at	8.98	7.65	2.51	0.0010	0.0475	FLJ10038; GABPB1	uncharacterized protein FLJ10038; GA binding protein transcription factor, beta subunit 1
224968_at	7.47	9.04	-2.96	0.0010	0.0475	CFAP36	cilia and flagella associated protein 36
242263_at	5.38	6.62	-2.36	0.0010	0.0475	TMED5	transmembrane p24 trafficking protein 5
1566558_x_at	7.68	6.32	2.57	0.0010	0.0475	BAIAP2-AS1	BAIAP2 antisense RNA 1 (head to head)
221311_x_at	7.67	6.52	2.21	0.0010	0.0475	LYRM2	LYR motif containing 2
210611_s_at	6.3	7.95	-3.15	0.0010	0.0475	DTNA	dystrobrevin, alpha
223320_s_at	8.13	6.95	2.27	0.0010	0.0476	ABCB10	ATP binding cassette subfamily B member 10
55872_at	10.35	8.84	2.84	0.0010	0.0477	UCKL1; ZNF512B	uridine-cytidine kinase 1-like 1; zinc finger protein 512B
212496_s_at	8.65	9.92	-2.4	0.0010	0.0478	KDM4B	lysine (K)-specific demethylase 4B
202021_x_at	11.96	13.31	-2.55	0.0010	0.0478	EIF1	eukaryotic translation initiation factor 1
214696_at	8.49	10.49	-3.99	0.0010	0.0478	MIR22HG	MIR22 host gene
226980_at	8.68	7.52	2.24	0.0010	0.0479	DEPDC1B	DEP domain containing 1B
201196_s_at	10.4	9.26	2.21	0.0010	0.0480	AMD1	adenosylmethionine decarboxylase 1
219920_s_at	9.41	10.56	-2.22	0.0010	0.0480	GMPPB	GDP-mannose pyrophosphorylase B
221571_at	9.08	7.93	2.22	0.0010	0.0480	TRAF3	TNF receptor-associated factor 3
222692_s_at	8.03	9.79	-3.4	0.0010	0.0480	FNDC3B	fibronectin type III domain containing 3B
223275_at	11.34	9.41	3.8	0.0010	0.0480	PRMT6	protein arginine methyltransferase 6
201098_at	11.1	12.34	-2.35	0.0010	0.0480	COPB2	coatomer protein complex subunit beta 2 (beta prime)
212227_x_at	11.94	13.28	-2.55	0.0010	0.0480	EIF1	eukaryotic translation initiation factor 1
213682_at	10.74	9.57	2.25	0.0010	0.0480	NUP50	nucleoporin 50kDa
209135_at	9.39	10.81	-2.68	0.0010	0.0480	ASPH	aspartate beta-hydroxylase
214061_at	8.67	7.5	2.26	0.0010	0.0480	TBC1D31	TBC1 domain family, member 31
219825_at	6.5	5.26	2.36	0.0010	0.0480	CYP26B1	cytochrome P450, family 26, subfamily B, polypeptide 1
223789_s_at	5.08	6.37	-2.44	0.0010	0.0480	GTPBP2	GTP binding protein 2
224909_s_at	11.46	9.32	4.43	0.0010	0.0480	PREX1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1
214336_s_at	6.05	7.18	-2.2	0.0010	0.0481	COPA	coatomer protein complex subunit alpha
212130_x_at	11.9	13.22	-2.5	0.0010	0.0481	EIF1	eukaryotic translation initiation factor 1
200918_s_at	10.79	12.07	-2.42	0.0010	0.0482	SRPR	signal recognition particle receptor (docking protein)
59625_at	8.32	9.92	-3.04	0.0010	0.0482	NOL3	nucleolar protein 3 (apoptosis repressor with CARD domain)
222435_s_at	8.65	10.13	-2.8	0.0010	0.0482	UBE2J1	ubiquitin-conjugating enzyme E2, J1
226933_s_at	6.36	5.1	2.4	0.0010	0.0482	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein
204067_at	9.33	7.36	3.93	0.0010	0.0484	SUOX	sulfite oxidase
210513_s_at	6.64	8.21	-2.97	0.0010	0.0484	VEGFA	vascular endothelial growth factor A
222130_s_at	9.55	8.41	2.2	0.0010	0.0484	FTSJ2	FtsJ RNA methyltransferase homolog 2 (E. coli)
225910_at	9.14	10.28	-2.2	0.0010	0.0484	HELZ	helicase with zinc finger
229354_at	6.87	5.61	2.39	0.0010	0.0484	AHRR	aryl-hydrocarbon receptor repressor
235573_at	7.03	5.6	2.7	0.0010	0.0484	HSPH1	heat shock 105kDa/110kDa protein 1
218670_at	9.34	8.21	2.2	0.0010	0.0484	PUS1	pseudouridylate synthase 1
202350_s_at	8.81	7.67	2.19	0.0010	0.0484	MATN2	matrilin 2
204913_s_at	4.94	3.81	2.19	0.0010	0.0485	SOX11	SRY box 11
209274_s_at	10.85	12.25	-2.64	0.0010	0.0485	ISCA1	iron-sulfur cluster assembly 1
1557754_at	5.41	4.23	2.27	0.0010	0.0485	LOC105377135; LOC401068	transcription initiation factor TFIID subunit 4-like; uncharacterized LOC401068
209146_at	11.11	12.25	-2.2	0.0010	0.0485	MSMO1	methylsterol monooxygenase 1
226284_at	9.35	8.18	2.25	0.0010	0.0485	ZBTB2	zinc finger and BTB domain containing 2
227406_at	8.89	7.76	2.19	0.0010	0.0485	GABPB1-AS1	GABPB1 antisense RNA 1
224509_s_at	8.67	6.56	4.34	0.0010	0.0486	RTN4IP1	reticulon 4 interacting protein 1
242705_x_at	8.46	7.33	2.19	0.0010	0.0488	LRPAP1	LDL receptor related protein associated protein 1
204094_s_at	9.97	11.45	-2.8	0.0010	0.0489	TSC22D2	TSC22 domain family, member 2
204426_at	6.78	8.02	-2.36	0.0010	0.0489	TMED2	transmembrane p24 trafficking protein 2
1554806_a_at	8.34	9.98	-3.11	0.0010	0.0489	FBXO8	F-box protein 8
223701_s_at	6.37	4.91	2.75	0.0010	0.0489	USP47	ubiquitin specific peptidase 47
201984_s_at	7.49	9.85	-5.14	0.0010	0.0489	EGFR	epidermal growth factor receptor
207740_s_at	7.67	6.28	2.62	0.0010	0.0489	NUP62	nucleoporin 62kDa
209305_s_at	7.95	9.54	-3.02	0.0010	0.0489	GADD45B	growth arrest and DNA-damage-inducible, beta
238722_x_at	7.84	6.52	2.51	0.0010	0.0489	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
212027_at	10.25	9.08	2.24	0.0010	0.0489	RBM25	RNA binding motif protein 25
209088_s_at	10.36	9.16	2.28	0.0010	0.0490	UBN1	ubinuclein 1
217118_s_at	8.83	7.48	2.54	0.0010	0.0490	KIAA0930	KIAA0930
219936_s_at	6.34	8.87	-5.76	0.0010	0.0490	GPR87	G protein-coupled receptor 87
225070_at	8.79	10.02	-2.34	0.0010	0.0490	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit
202619_s_at	9.36	11.12	-3.38	0.0010	0.0492	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2
240165_at	5.46	6.67	-2.31	0.0010	0.0492		
1559232_a_at	5.4	6.83	-2.69	0.0010	0.0492		
235033_at	9.14	8.01	2.19	0.0011	0.0492	NPEPL1	aminopeptidase-like 1
236404_at	3.62	5.21	-3	0.0011	0.0492		
220030_at	5.41	6.91	-2.82	0.0011	0.0493	STYK1	serine/threonine/tyrosine kinase 1
227476_at	7.54	6.41	2.19	0.0011	0.0493	LPGAT1	lysophosphatidylglycerol acyltransferase 1
201585_s_at	9.85	8.03	3.54	0.0011	0.0493	SFPQ	splicing factor proline/glutamine-rich
226021_at	8.14	7.01	2.19	0.0011	0.0493	RDH10	retinol dehydrogenase 10 (all-trans)
200790_at	11.74	9.65	4.27	0.0011	0.0494	ODC1	ornithine decarboxylase 1
210705_s_at	5.7	7.2	-2.83	0.0011	0.0494	TRIM5	tripartite motif containing 5
212989_at	8.63	7.5	2.2	0.0011	0.0494	SGMS1	sphingomyelin synthase 1
219502_at	8.46	7.33	2.19	0.0011	0.0494	NEIL3	nei-like DNA glycosylase 3
222283_at	6.01	4.55	2.77	0.0011	0.0494	ZNF480	zinc finger protein 480
229332_at	6.24	4.67	2.97	0.0011	0.0494	HPDL	4-hydroxyphenylpyruvate dioxygenase-like
238962_at	6.29	5.17	2.18	0.0011	0.0494	ZNF681	zinc finger protein 681
206346_at	7.1	5.92	2.28	0.0011	0.0494	PRLR	prolactin receptor
208812_x_at	10.97	12.32	-2.55	0.0011	0.0494	HLA-C	major histocompatibility complex, class I, C
212791_at	7.83	6.62	2.32	0.0011	0.0494	C1orf216	chromosome 1 open reading frame 216
212792_at	8.13	6.77	2.57	0.0011	0.0494	DPY19L1	dpy-19-like 1 (C. elegans)
225202_at	12.23	11.01	2.33	0.0011	0.0494	RHOBTB3	Rho-related BTB domain containing 3
235333_at	5.49	3.85	3.13	0.0011	0.0494	B4GALT6	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6
238444_at	8.04	6	4.11	0.0011	0.0494	ZNF618	zinc finger protein 618
212185_x_at	11.68	12.93	-2.37	0.0011	0.0495	MT2A	metallothionein 2A
217383_at	7.91	9.34	-2.69	0.0011	0.0495	PGK1	phosphoglycerate kinase 1
204798_at	9.86	8.71	2.22	0.0011	0.0495	MYB	v-myb avian myeloblastosis viral oncogene homolog
213850_s_at	10.47	9.31	2.23	0.0011	0.0495	SCAF11	SR-related CTD-associated factor 11
233020_at	6.54	8.54	-4	0.0011	0.0495	SEC22B	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
243395_at	7.05	8.23	-2.27	0.0011	0.0495		
224893_at	10.28	9.15	2.19	0.0011	0.0496	ATL3	atlastin GTPase 3
