ID	Nomoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
202464_s_at	9.27	11.49	-4.67	1.45E-05	0.0030	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
1557129_a_at	5.95	3.72	4.69	1.45E-05	0.0030	FAM111B	family with sequence similarity 111, member B
212040_at	9.39	7.19	4.59	1.46E-05	0.0030	TGOLN2	trans-golgi network protein 2
224345_x_at	10.91	13.66	-6.73	1.47E-05	0.0030	FAM162A	family with sequence similarity 162, member A
226158_at	5.92	8.48	-5.9	1.51E-05	0.0031	KLHL24	kelch-like family member 24
201584_s_at	11.57	9.4	4.5	1.61E-05	0.0031	DDX39A	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39A
202375_at	7.83	10.34	-5.69	1.58E-05	0.0031	SEC24D	SEC24 homolog D, COPII coat complex component
205141_at	5.92	8.15	-4.69	1.58E-05	0.0031	ANG	angiogenin, ribonuclease, RNase A family, 5
209754_s_at	7.65	5.25	5.25	1.57E-05	0.0031	TMPO	thymopoietin
211527_x_at	4.94	8.27	-10.06	1.59E-05	0.0031	VEGFA	vascular endothelial growth factor A
212787_at	10.56	8.33	4.7	1.57E-05	0.0031	YLPM1	YLP motif containing 1
213455_at	9.2	11.42	-4.66	1.62E-05	0.0031	FAM114A1	family with sequence similarity 114, member A1
218361_at	9.66	12.37	-6.55	1.53E-05	0.0031	GOLPH3L	golgi phosphoprotein 3-like
222962_s_at	8.19	5.38	7.02	1.57E-05	0.0031	MCM10	minichromosome maintenance 10 replication initiation factor
223299_at	9.16	11.36	-4.61	1.57E-05	0.0031	SEC11C	SEC11 homolog C, signal peptidase complex subunit
224759_s_at	9.93	12.64	-6.56	1.63E-05	0.0031	TMEM263	transmembrane protein 263
225698_at	10.28	12.45	-4.49	1.63E-05	0.0031	EPB41L4A-AS1	EPB41L4A antisense RNA 1
231202_at	3.99	8.57	-23.82	1.60E-05	0.0031	ALDH1L2	aldehyde dehydrogenase 1 family, member L2
233078_at	6.78	4.5	4.87	1.60E-05	0.0031	API5	apoptosis inhibitor 5
235532_at	7.32	4.58	6.68	1.59E-05	0.0031		
242138_at	8.86	6.58	4.87	1.59E-05	0.0031	DLX1	distal-less homeobox 1
243631_at	6.07	8.24	-4.5	1.62E-05	0.0031		
244841_at	5.31	8.2	-7.41	1.54E-05	0.0031	SEC24A	SEC24 homolog A, COPII coat complex component
201008_s_at	8.22	10.39	-4.51	1.68E-05	0.0031	TXNIP	thioredoxin interacting protein
202061_s_at	9.85	12.59	-6.71	1.67E-05	0.0031	SEL1L	sel-1 suppressor of lin-12-like (C. elegans)
211730_s_at	11.46	9.3	4.47	1.69E-05	0.0031	POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa
221050_s_at	7.74	10.41	-6.37	1.66E-05	0.0031	GTPBP2	GTP binding protein 2
223846_at	5.2	7.58	-5.21	1.68E-05	0.0031	AZI2	5-azacytidine induced 2
224632_at	9.25	6.6	6.25	1.67E-05	0.0031	GPATCH4	G-patch domain containing 4
226384_at	7.32	10.1	-6.86	1.68E-05	0.0031	PLPP5	phospholipid phosphatase 5
229838_at	6.81	8.97	-4.48	1.65E-05	0.0031	LOC105376575; NUCB2	uncharacterized LOC105376575; nucleobindin 2
238012_at	9.06	6.72	5.05	1.65E-05	0.0031	DPP7	dipeptidyl-peptidase 7
1559038_at	6.35	8.57	-4.67	1.67E-05	0.0031	SEPT2	septin 2
217165_x_at	9.27	11.67	-5.27	1.70E-05	0.0032	MT1F	metallothionein 1F
1569086_at	5.57	7.92	-5.1	1.71E-05	0.0032	EML2-AS1	EML2 antisense RNA 1
209822_s_at	7.53	9.8	-4.82	1.72E-05	0.0032	VLDLR	very low density lipoprotein receptor
209990_s_at	7.39	5.04	5.1	1.72E-05	0.0032	GABBR2	gamma-aminobutyric acid (GABA) B receptor, 2
210041_s_at	9.66	12.07	-5.32	1.79E-05	0.0032	PGM3	phosphoglucomutase 3
213245_at	9.11	6.7	5.3	1.77E-05	0.0032	ADCY1	adenylate cyclase 1 (brain)
214046_at	7.84	5.22	6.17	1.78E-05	0.0032	FUT9	fucosyltransferase 9 (alpha (1,3) fucosyltransferase)
219117_s_at	10.16	12.29	-4.39	1.79E-05	0.0032	FKBP11	FK506 binding protein 11
225777_at	10.5	8.35	4.43	1.78E-05	0.0032	SAPCD2	suppressor APC domain containing 2
235965_at	5.61	8.69	-8.43	1.78E-05	0.0032	BHLHA15	basic helix-loop-helix family, member a15
229963_at	7.21	9.96	-6.75	1.80E-05	0.0032	BEX5	brain expressed X-linked 5
200769_s_at	8.78	6.5	4.85	1.83E-05	0.0033	MAT2A	methionine adenosyltransferase II, alpha
226099_at	7.34	10.13	-6.88	1.83E-05	0.0033	ELL2	elongation factor, RNA polymerase II, 2
244075_at	6.1	8.25	-4.42	1.84E-05	0.0033		
211559_s_at	6.9	9.62	-6.56	1.85E-05	0.0033	CCNG2	cyclin G2
202719_s_at	8.49	10.96	-5.56	1.87E-05	0.0033	TES	testin LIM domain protein
211708_s_at	8.7	11.34	-6.23	1.87E-05	0.0033	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
218002_s_at	6.71	4.42	4.89	1.88E-05	0.0033	CXCL14	chemokine (C-X-C motif) ligand 14
208786_s_at	10.77	13.16	-5.26	1.90E-05	0.0033	MAP1LC3B	microtubule-associated protein 1 light chain 3 beta
218866_s_at	9.75	7.25	5.66	1.90E-05	0.0033	POLR3K	polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa
228778_at	6.67	8.96	-4.87	1.93E-05	0.0033	MCPH1	microcephalin 1
217966_s_at	4.54	6.7	-4.45	1.94E-05	0.0034	FAM129A	family with sequence similarity 129, member A
201296_s_at	9.21	11.92	-6.51	1.98E-05	0.0034	WSB1	WD repeat and SOCS box containing 1
225032_at	9.07	11.65	-5.96	1.99E-05	0.0034	FNDC3B	fibronectin type III domain containing 3B
242890_at	8.18	5.26	7.57	2.01E-05	0.0034		
201849_at	11.31	13.69	-5.2	2.05E-05	0.0034	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3
208859_s_at	8.46	6.32	4.39	2.05E-05	0.0034	ATRX	alpha thalassemia/mental retardation syndrome X-linked
211042_x_at	9.74	7.62	4.34	2.03E-05	0.0034	MCAM	melanoma cell adhesion molecule
220942_x_at	11.19	13.52	-5.02	2.04E-05	0.0034	FAM162A	family with sequence similarity 162, member A
224032_x_at	9.85	7.75	4.29	2.02E-05	0.0034	SPANXA1; SPANXA2; SPANXC	sperm protein associated with the nucleus, X-linked, family member A1; SPANX family, member A2; SPANX family, member C
233827_s_at	10.31	7.55	6.78	2.05E-05	0.0034	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit
240013_at	6.16	3.96	4.6	2.05E-05	0.0034		
202619_s_at	9.36	11.51	-4.45	2.09E-05	0.0035	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2
225090_at	7.8	9.89	-4.27	2.09E-05	0.0035	SYVN1	synovial apoptosis inhibitor 1, synoviolin
211576_s_at	9.5	7.39	4.31	2.11E-05	0.0035	SLC19A1	solute carrier family 19 (folate transporter), member 1
226051_at	6.17	8.44	-4.84	2.11E-05	0.0035	SELM	selenoprotein M
228640_at	6.98	4.9	4.23	2.13E-05	0.0035	PCDH7	protocadherin 7
238578_at	5.91	8.05	-4.4	2.13E-05	0.0035	TMEM182	transmembrane protein 182
204488_at	10.24	8.14	4.27	2.14E-05	0.0035	DOLK	dolichol kinase
201169_s_at	6.39	9.32	-7.62	2.15E-05	0.0035	BHLHE40	basic helix-loop-helix family, member e40
228482_at	6.73	9.45	-6.6	2.16E-05	0.0035	CDRT4; TVP23C-CDRT4	CMT1A duplicated region transcript 4; TVP23C-CDRT4 readthrough
222690_s_at	9.49	12.18	-6.44	2.17E-05	0.0035	TMEM39A	transmembrane protein 39A
235566_at	6.28	8.47	-4.56	2.18E-05	0.0035	TMF1	TATA element modulatory factor 1
213131_at	9.55	7.35	4.58	2.19E-05	0.0035	OLFM1	olfactomedin 1
213388_at	7	9.16	-4.47	2.20E-05	0.0035	PDE4DIP	phosphodiesterase 4D interacting protein
228977_at	9.85	7.75	4.27	2.20E-05	0.0035	LOC729680	uncharacterized LOC729680
204364_s_at	7.46	5.14	4.99	2.25E-05	0.0036	REEP1	receptor accessory protein 1
1557487_at	5.56	3.49	4.2	2.24E-05	0.0036		
205046_at	8.48	6.35	4.39	2.25E-05	0.0036	CENPE	centromere protein E
217967_s_at	3.84	6.07	-4.69	2.27E-05	0.0036	FAM129A	family with sequence similarity 129, member A
203574_at	8.97	11.45	-5.6	2.29E-05	0.0036	NFIL3	nuclear factor, interleukin 3 regulated
201012_at	7.03	9.08	-4.16	2.30E-05	0.0036	ANXA1	annexin A1
200656_s_at	10.38	12.44	-4.15	2.35E-05	0.0037	P4HB	prolyl 4-hydroxylase, beta polypeptide
203282_at	10.45	13.29	-7.13	2.36E-05	0.0037	GBE1	glucan (1,4-alpha-), branching enzyme 1
221782_at	8.26	10.51	-4.74	2.37E-05	0.0037	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10
214519_s_at	8.4	6.34	4.18	2.39E-05	0.0037	RLN2	relaxin 2
214978_s_at	5.18	7.34	-4.45	2.38E-05	0.0037	PPFIA4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4
242919_at	8.13	6.07	4.16	2.39E-05	0.0037	ZNF253	zinc finger protein 253
200753_x_at	9.88	7.55	5.02	2.42E-05	0.0037	SRSF2	serine/arginine-rich splicing factor 2
201182_s_at	8.95	6.8	4.43	2.44E-05	0.0037	CHD4	chromodomain helicase DNA binding protein 4
203147_s_at	8.97	6.93	4.13	2.41E-05	0.0037	TRIM14	tripartite motif containing 14
206115_at	8.83	5.55	9.76	2.43E-05	0.0037	EGR3	early growth response 3
209442_x_at	9.16	6.86	4.94	2.42E-05	0.0037	ANK3	ankyrin 3, node of Ranvier (ankyrin G)
219551_at	6.39	8.84	-5.46	2.44E-05	0.0037	EAF2	ELL associated factor 2
55872_at	10.35	8.29	4.17	2.43E-05	0.0037	UCKL1; ZNF512B	uridine-cytidine kinase 1-like 1; zinc finger protein 512B
235944_at	7.86	5.07	6.9	2.42E-05	0.0037	HMCN1	hemicentin 1
202655_at	10.7	12.86	-4.45	2.45E-05	0.0037	MANF	mesencephalic astrocyte-derived neurotrophic factor
228562_at	8.07	10.11	-4.12	2.46E-05	0.0037	ZBTB10	zinc finger and BTB domain containing 10
201675_at	9.53	7.47	4.16	2.50E-05	0.0037	AKAP1	A kinase (PRKA) anchor protein 1
209124_at	10.31	8.25	4.17	2.52E-05	0.0037	MYD88	myeloid differentiation primary response 88
210561_s_at	9.55	12	-5.45	2.54E-05	0.0037	WSB1	WD repeat and SOCS box containing 1
211984_at	11.82	9.7	4.36	2.55E-05	0.0037	CALM1; CALM2	calmodulin 1 (phosphorylase kinase, delta); calmodulin 2 (phosphorylase kinase, delta)
219806_s_at	7.65	9.67	-4.06	2.56E-05	0.0037	SMCO4	single-pass membrane protein with coiled-coil domains 4
220486_x_at	9.44	7.41	4.09	2.55E-05	0.0037	LOC101928589; TMEM164	uncharacterized LOC101928589; transmembrane protein 164
223070_at	10.34	12.8	-5.51	2.49E-05	0.0037	SELK	selenoprotein K
224509_s_at	8.67	5.94	6.63	2.48E-05	0.0037	RTN4IP1	reticulon 4 interacting protein 1
227501_at	6.77	8.81	-4.13	2.49E-05	0.0037		
227811_at	7.95	5.9	4.15	2.53E-05	0.0037	FGD3	FYVE, RhoGEF and PH domain containing 3
228915_at	6.25	4.12	4.4	2.57E-05	0.0037	DACH1	dachshund family transcription factor 1
230099_at	5.99	8.19	-4.57	2.53E-05	0.0037		
235412_at	6.15	8.22	-4.19	2.57E-05	0.0037	ARHGEF7	Rho guanine nucleotide exchange factor 7
238467_at	8.22	6.19	4.08	2.56E-05	0.0037	DYNLL2	dynein, light chain, LC8-type 2
239392_s_at	7.77	5.65	4.34	2.53E-05	0.0037	POGK	pogo transposable element with KRAB domain
228528_at	5.38	7.57	-4.56	2.59E-05	0.0037	C1orf132	chromosome 1 open reading frame 132
207078_at	4.23	6.24	-4.04	2.64E-05	0.0038	MED6	mediator complex subunit 6
218507_at	10.93	13.61	-6.43	2.64E-05	0.0038	HILPDA	hypoxia inducible lipid droplet-associated
218069_at	12.65	10.52	4.4	2.66E-05	0.0038	DCTPP1	dCTP pyrophosphatase 1
223413_s_at	10.41	8.37	4.12	2.68E-05	0.0038	LYAR	Ly1 antibody reactive
233764_s_at	5.5	7.59	-4.27	2.68E-05	0.0038	LARP1B	La ribonucleoprotein domain family, member 1B
205047_s_at	10.69	13.31	-6.17	2.77E-05	0.0039	ASNS	asparagine synthetase (glutamine-hydrolyzing)
205406_s_at	7.83	5.74	4.27	2.77E-05	0.0039	SPA17	sperm autoantigenic protein 17
226756_at	6.79	4.8	3.99	2.78E-05	0.0039	CCDC71L	coiled-coil domain containing 71-like
1558028_x_at	8.12	6.07	4.16	2.79E-05	0.0039	LINC00657	long intergenic non-protein coding RNA 657
200768_s_at	11.19	9.2	3.98	2.89E-05	0.0040	MAT2A	methionine adenosyltransferase II, alpha
200985_s_at	10.9	8.78	4.36	2.92E-05	0.0040	CD59	CD59 molecule, complement regulatory protein
208853_s_at	9.86	11.88	-4.05	2.89E-05	0.0040	CANX	calnexin
208925_at	8.48	10.47	-3.97	2.92E-05	0.0040	CLDND1	claudin domain containing 1
208959_s_at	11	13.08	-4.21	2.84E-05	0.0040	ERP44	endoplasmic reticulum protein 44
212023_s_at	9.28	7.29	3.98	2.92E-05	0.0040	MKI67	marker of proliferation Ki-67
212236_x_at	8.43	10.59	-4.46	2.86E-05	0.0040	KRT17	keratin 17, type I
212340_at	8.97	10.96	-3.96	2.90E-05	0.0040	YIPF6	Yip1 domain family member 6
35148_at	8.34	6.32	4.07	2.87E-05	0.0040	TJP3	tight junction protein 3
224314_s_at	5.39	7.55	-4.45	2.89E-05	0.0040	EGLN1	egl-9 family hypoxia-inducible factor 1
224734_at	10.09	7.08	8.01	2.88E-05	0.0040	HMGB1	high mobility group box 1
239154_at	8.98	6.35	6.2	2.91E-05	0.0040		
218651_s_at	7.2	9.26	-4.17	2.93E-05	0.0040	LARP6	La ribonucleoprotein domain family, member 6
211814_s_at	6.68	4.7	3.95	2.96E-05	0.0040	CCNE2	cyclin E2
201968_s_at	8.6	10.92	-5	2.99E-05	0.0040	PGM1	phosphoglucomutase 1
205157_s_at	7.01	9.47	-5.5	2.97E-05	0.0040	KRT17	keratin 17, type I
221648_s_at	8.69	6.19	5.63	2.99E-05	0.0040	AGMAT	agmatinase
203136_at	9.55	11.57	-4.05	3.00E-05	0.0040	RABAC1	Rab acceptor 1 (prenylated)
204955_at	5.68	7.77	-4.24	3.05E-05	0.0041	SRPX	sushi-repeat containing protein, X-linked
209421_at	9.1	6.92	4.54	3.05E-05	0.0041	MSH2	mutS homolog 2
210105_s_at	7.11	9.14	-4.08	3.06E-05	0.0041	FYN	FYN proto-oncogene, Src family tyrosine kinase
219118_at	6.41	8.5	-4.25	3.05E-05	0.0041	FKBP11	FK506 binding protein 11
230764_at	6.51	8.53	-4.05	3.05E-05	0.0041		
236207_at	7.43	5.2	4.7	3.06E-05	0.0041	SSFA2	sperm specific antigen 2
239744_at	6.86	4.89	3.94	3.05E-05	0.0041	RGS3	regulator of G-protein signaling 3
223249_at	8.13	10.11	-3.94	3.07E-05	0.0041	CLDN12	claudin 12
206662_at	7.57	10.28	-6.52	3.09E-05	0.0041	GLRX	glutaredoxin
204017_at	9.85	11.87	-4.04	3.10E-05	0.0041	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
229139_at	9.99	8	3.96	3.11E-05	0.0041	JPH1	junctophilin 1
201896_s_at	10	8.01	3.99	3.14E-05	0.0041	PSRC1	proline/serine-rich coiled-coil 1
204817_at	10.65	8.19	5.51	3.14E-05	0.0041	ESPL1	extra spindle pole bodies like 1, separase
205792_at	8.23	10.36	-4.4	3.16E-05	0.0041	WISP2	WNT1 inducible signaling pathway protein 2
33304_at	8.16	10.51	-5.08	3.16E-05	0.0041	ISG20	interferon stimulated exonuclease gene 20kDa
228955_at	7.34	5.18	4.48	3.17E-05	0.0041	LRP8	LDL receptor related protein 8
236620_at	8.65	6.62	4.08	3.16E-05	0.0041	RIF1	replication timing regulatory factor 1
202935_s_at	6.17	8.24	-4.21	3.19E-05	0.0041	SOX9	SRY box 9
224797_at	7.1	10.12	-8.13	3.20E-05	0.0041	ARRDC3	arrestin domain containing 3
243296_at	6.21	8.62	-5.32	3.19E-05	0.0041	NAMPT	nicotinamide phosphoribosyltransferase
243683_at	4.34	6.3	-3.89	3.20E-05	0.0041	MORF4L2	mortality factor 4 like 2
204709_s_at	9.33	6.41	7.54	3.24E-05	0.0041	KIF23	kinesin family member 23
226886_at	7.43	10.15	-6.6	3.24E-05	0.0041	GFPT1	glutamine--fructose-6-phosphate transaminase 1
218987_at	9.03	6.4	6.17	3.26E-05	0.0041	ATF7IP	activating transcription factor 7 interacting protein
207069_s_at	8.36	6.37	3.97	3.27E-05	0.0041	SMAD6	SMAD family member 6
206102_at	11.14	7.79	10.21	3.28E-05	0.0042	GINS1	GINS complex subunit 1 (Psf1 homolog)
225934_at	8.93	6.77	4.48	3.30E-05	0.0042	LOC148413	uncharacterized LOC148413
1552575_a_at	8.87	6.79	4.22	3.29E-05	0.0042	C6orf141	chromosome 6 open reading frame 141
220945_x_at	7.27	5.29	3.97	3.32E-05	0.0042	MANSC1	MANSC domain containing 1
204202_at	8.7	6.67	4.07	3.35E-05	0.0042	IQCE	IQ motif containing E
210517_s_at	6.36	9.61	-9.49	3.35E-05	0.0042	AKAP12	A kinase (PRKA) anchor protein 12
222484_s_at	7.32	5.3	4.07	3.34E-05	0.0042	CXCL14	chemokine (C-X-C motif) ligand 14
201585_s_at	9.85	6.98	7.32	3.38E-05	0.0042	SFPQ	splicing factor proline/glutamine-rich
212830_at	9.09	7.07	4.06	3.39E-05	0.0042	MEGF9	multiple EGF-like-domains 9
221203_s_at	7.57	9.68	-4.33	3.39E-05	0.0042	YEATS2	YEATS domain containing 2
213761_at	7.77	5.12	6.29	3.44E-05	0.0043	MDM1	Mdm1 nuclear protein
241392_at	5	7.01	-4.02	3.45E-05	0.0043	TMEM39A	transmembrane protein 39A
200599_s_at	12	14	-3.98	3.47E-05	0.0043	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1
202769_at	10.61	12.97	-5.12	3.47E-05	0.0043	CCNG2	cyclin G2
223455_at	8.71	6.78	3.83	3.48E-05	0.0043	TCHP	trichoplein, keratin filament binding
227080_at	7.96	10.07	-4.3	3.54E-05	0.0043	ZNF697	zinc finger protein 697
242538_at	7.97	5.62	5.12	3.57E-05	0.0044		
211162_x_at	8.47	10.68	-4.62	3.61E-05	0.0044	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
218193_s_at	8.94	10.95	-4.04	3.60E-05	0.0044	GOLT1B	golgi transport 1B
203833_s_at	8.16	6.13	4.09	3.63E-05	0.0044	TGOLN2	trans-golgi network protein 2
205413_at	6.01	3.97	4.12	3.65E-05	0.0044	MPPED2	metallophosphoesterase domain containing 2
207265_s_at	7.96	9.88	-3.78	3.66E-05	0.0044	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
214021_x_at	6.72	4.4	4.99	3.67E-05	0.0044	ITGB5	integrin beta 5
227868_at	6.2	8.91	-6.53	3.67E-05	0.0044	LOC154761	family with sequence similarity 115, member C pseudogene
205123_s_at	3.78	5.78	-4.02	3.71E-05	0.0045	MSANTD3-TMEFF1; TMEFF1	MSANTD3-TMEFF1 readthrough; transmembrane protein with EGF-like and two follistatin-like domains 1
201464_x_at	8.99	11.06	-4.21	3.74E-05	0.0045	JUN	jun proto-oncogene
223217_s_at	10.71	8.37	5.09	3.75E-05	0.0045	NFKBIZ	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta
223441_at	7.33	9.49	-4.49	3.74E-05	0.0045	SLC17A5	solute carrier family 17 (acidic sugar transporter), member 5
228846_at	9.62	11.86	-4.73	3.75E-05	0.0045	MXD1	MAX dimerization protein 1
204975_at	11.42	9.27	4.43	3.77E-05	0.0045	EMP2	epithelial membrane protein 2
215220_s_at	5.94	4.01	3.81	3.78E-05	0.0045	TPR	translocated promoter region, nuclear basket protein
224598_at	11.07	9.08	3.97	3.78E-05	0.0045	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B
227559_at	6.91	4.9	4.01	3.79E-05	0.0045	NDUFAF4	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4
207980_s_at	6.46	8.89	-5.4	3.82E-05	0.0045	CITED2	Cbp/p300-interacting transactivator, with Glu/Asp rich carboxy-terminal domain, 2
216033_s_at	5.3	7.32	-4.03	3.82E-05	0.0045	FYN	FYN proto-oncogene, Src family tyrosine kinase
229691_at	8.72	6.77	3.87	3.81E-05	0.0045	ZBTB42	zinc finger and BTB domain containing 42
201674_s_at	10.43	8.52	3.76	3.86E-05	0.0045	AKAP1	A kinase (PRKA) anchor protein 1
209291_at	8.84	6.93	3.75	3.87E-05	0.0045	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein
218724_s_at	7.82	5.7	4.35	3.85E-05	0.0045	TGIF2	TGFB-induced factor homeobox 2
222889_at	10.19	7.78	5.3	3.87E-05	0.0045	DCLRE1B	DNA cross-link repair 1B
202014_at	6.76	8.7	-3.85	3.89E-05	0.0045	PPP1R15A	protein phosphatase 1, regulatory subunit 15A
210447_at	5.85	3.88	3.92	3.90E-05	0.0045	GLUD2	glutamate dehydrogenase 2
209527_at	8.85	6.61	4.75	3.91E-05	0.0045	EXOSC2	exosome component 2
200629_at	11.52	13.71	-4.58	3.96E-05	0.0045	WARS	tryptophanyl-tRNA synthetase
200959_at	11.55	9.57	3.95	3.98E-05	0.0045	FUS	FUS RNA binding protein
212954_at	7.2	9.12	-3.81	4.00E-05	0.0045	DYRK4	dual specificity tyrosine-(Y)-phosphorylation regulated kinase 4
221781_s_at	8.52	10.66	-4.4	3.95E-05	0.0045	DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10
226408_at	10.31	8.39	3.8	3.98E-05	0.0045	TEAD2	TEA domain family member 2
227027_at	7.14	9.67	-5.77	3.99E-05	0.0045	GFPT1	glutamine--fructose-6-phosphate transaminase 1
231944_at	4.68	8.57	-14.86	3.97E-05	0.0045	ERO1B	endoplasmic reticulum oxidoreductase beta
238444_at	8.04	5.78	4.79	3.98E-05	0.0045	ZNF618	zinc finger protein 618
223229_at	10.31	7.79	5.71	4.02E-05	0.0046	UBE2T	ubiquitin conjugating enzyme E2T
230323_s_at	6.42	9.08	-6.32	4.04E-05	0.0046	TMEM45B	transmembrane protein 45B
210740_s_at	12.19	10.16	4.07	4.06E-05	0.0046	ITPK1	inositol-tetrakisphosphate 1-kinase
215073_s_at	9.84	7.9	3.85	4.07E-05	0.0046	NR2F2	nuclear receptor subfamily 2, group F, member 2
226977_at	7.23	9.12	-3.7	4.09E-05	0.0046	IGIP	IgA-inducing protein
227020_at	8.29	10.27	-3.94	4.10E-05	0.0046	YPEL2	yippee like 2
225557_at	8.2	10.1	-3.73	4.13E-05	0.0046	CSRNP1	cysteine-serine-rich nuclear protein 1
37549_g_at	6.34	8.23	-3.71	4.19E-05	0.0047	BBS9	Bardet-Biedl syndrome 9
225769_at	9.27	11.46	-4.57	4.20E-05	0.0047	COG6	component of oligomeric golgi complex 6
213302_at	8.39	6.14	4.78	4.22E-05	0.0047	PFAS	phosphoribosylformylglycinamidine synthase
201930_at	11.7	9.41	4.88	4.26E-05	0.0047	MCM6	minichromosome maintenance complex component 6
202129_s_at	7.98	9.88	-3.74	4.27E-05	0.0047	RIOK3	RIO kinase 3
204944_at	7.96	6.08	3.68	4.30E-05	0.0047	PTPRG	protein tyrosine phosphatase, receptor type, G
208612_at	11.28	13.15	-3.66	4.29E-05	0.0047	PDIA3	protein disulfide isomerase family A member 3
211968_s_at	13.91	11.97	3.85	4.25E-05	0.0047	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1
218618_s_at	7.91	10.09	-4.54	4.29E-05	0.0047	FNDC3B	fibronectin type III domain containing 3B
219232_s_at	7.51	10.18	-6.33	4.30E-05	0.0047	EGLN3	egl-9 family hypoxia-inducible factor 3
210589_s_at	9.86	7.88	3.95	4.33E-05	0.0047	GBAP1	glucosidase, beta, acid pseudogene 1
220240_s_at	7.66	10.42	-6.79	4.36E-05	0.0048	TMCO3	transmembrane and coiled-coil domains 3
228141_at	6.02	7.9	-3.69	4.36E-05	0.0048	GPX8	glutathione peroxidase 8 (putative)
206140_at	7.44	5.3	4.41	4.37E-05	0.0048	LHX2	LIM homeobox 2
219384_s_at	9	6.67	5.01	4.39E-05	0.0048	ADAT1	adenosine deaminase, tRNA-specific 1
209121_x_at	11.85	9.97	3.66	4.40E-05	0.0048	NR2F2	nuclear receptor subfamily 2, group F, member 2
207826_s_at	9.27	7.37	3.73	4.45E-05	0.0048	ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein
227095_at	6.21	4.34	3.67	4.43E-05	0.0048	LEPROT	leptin receptor overlapping transcript
230185_at	5.69	7.55	-3.64	4.45E-05	0.0048	THAP9	THAP domain containing 9
238164_at	7.79	9.77	-3.94	4.45E-05	0.0048	USP6NL	USP6 N-terminal like
1557803_at	4.02	5.9	-3.69	4.43E-05	0.0048		
201582_at	8.8	11.02	-4.65	4.49E-05	0.0048	SEC23B	Sec23 homolog B, COPII coat complex component
226574_at	10.75	8.55	4.6	4.50E-05	0.0048	PSPC1	paraspeckle component 1
204780_s_at	6.97	9.57	-6.06	4.55E-05	0.0048	FAS	Fas cell surface death receptor
212558_at	7.04	9	-3.88	4.55E-05	0.0048	SPRY1	sprouty RTK signaling antagonist 1
202140_s_at	8.82	10.69	-3.64	4.64E-05	0.0049	CLK3	CDC like kinase 3
202770_s_at	8.26	11.05	-6.89	4.67E-05	0.0049	CCNG2	cyclin G2
218755_at	10.29	7.79	5.65	4.68E-05	0.0049	KIF20A	kinesin family member 20A
219439_at	7.44	9.29	-3.61	4.67E-05	0.0049	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
220441_at	7.36	5.42	3.84	4.64E-05	0.0049	DNAJC22	DnaJ (Hsp40) homolog, subfamily C, member 22
222912_at	6.66	4.78	3.69	4.68E-05	0.0049	ARRB1	arrestin, beta 1
228554_at	10.12	7	8.68	4.65E-05	0.0049	PGR	progesterone receptor
242786_at	5.45	7.63	-4.53	4.65E-05	0.0049	SBF2-AS1	SBF2 antisense RNA 1
1555886_at	6.35	8.25	-3.71	4.61E-05	0.0049	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2
