ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
205157_s_at	7.01	9.26	-4.75	1.23E-06	0.0003	KRT17	keratin 17, type I
1565867_a_at	7.07	4.74	5.02	1.23E-06	0.0003	LOC441155; ZC3H11A	zinc finger CCCH-type domain-containing-like; zinc finger CCCH-type containing 11A
208658_at	9.59	12.16	-5.93	1.24E-06	0.0003	PDIA4	protein disulfide isomerase family A, member 4
202062_s_at	9.14	11.95	-7.04	1.25E-06	0.0003	SEL1L	sel-1 suppressor of lin-12-like (C. elegans)
212105_s_at	6.67	4.44	4.71	1.27E-06	0.0003	DHX9	DEAH (Asp-Glu-Ala-His) box helicase 9
238126_at	5.24	7.66	-5.38	1.27E-06	0.0003	APTR	Alu-mediated CDKN1A/p21 transcriptional regulator (non-protein coding)
233413_at	3.9	6.29	-5.23	1.29E-06	0.0003		
241985_at	6.6	9.07	-5.54	1.29E-06	0.0003	JMY	junction mediating and regulatory protein, p53 cofactor
200985_s_at	10.9	8.56	5.06	1.31E-06	0.0003	CD59	CD59 molecule, complement regulatory protein
210174_at	7.07	4.57	5.64	1.31E-06	0.0003	NR5A2	nuclear receptor subfamily 5, group A, member 2
220922_s_at	10.2	7.82	5.19	1.31E-06	0.0003	LOC105369237; SPANXA1; SPANXA2; SPANXB1; SPANXC	sperm protein associated with the nucleus on the X chromosome B/F; sperm protein associated with the nucleus, X-linked, family member A1; SPANX family, member A2; SPANX family, member B1; SPANX family, member C
221524_s_at	8.36	10.97	-6.14	1.31E-06	0.0003	RRAGD	Ras-related GTP binding D
1566557_at	7.15	4.93	4.64	1.31E-06	0.0003	BAIAP2-AS1	BAIAP2 antisense RNA 1 (head to head)
242828_at	7.96	5.47	5.62	1.32E-06	0.0003	FIGN	fidgetin
226750_at	7.89	10.92	-8.15	1.35E-06	0.0003	LARP1B	La ribonucleoprotein domain family, member 1B
231894_at	7.73	9.97	-4.71	1.35E-06	0.0003	SARS	seryl-tRNA synthetase
244802_at	6.71	4.51	4.6	1.36E-06	0.0003		
236249_at	6.22	8.43	-4.62	1.38E-06	0.0003	IKBIP	IKBKB interacting protein
202728_s_at	9.22	6.93	4.87	1.41E-06	0.0003	LTBP1	latent transforming growth factor beta binding protein 1
209457_at	6.29	9.14	-7.2	1.41E-06	0.0003	DUSP5	dual specificity phosphatase 5
212900_at	9.17	11.42	-4.76	1.40E-06	0.0003	SEC24A	SEC24 homolog A, COPII coat complex component
213480_at	8.09	10.33	-4.73	1.42E-06	0.0003	VAMP4	vesicle associated membrane protein 4
227431_at	7.79	9.99	-4.59	1.41E-06	0.0003	APTR	Alu-mediated CDKN1A/p21 transcriptional regulator (non-protein coding)
203368_at	7.24	9.57	-5.04	1.43E-06	0.0003	CRELD1	cysteine rich with EGF-like domains 1
241986_at	6.36	3.93	5.38	1.43E-06	0.0003	BMPER	BMP binding endothelial regulator
202684_s_at	6.35	8.58	-4.69	1.46E-06	0.0003	RNMT	RNA (guanine-7-) methyltransferase
206102_at	11.14	8.44	6.51	1.46E-06	0.0003	GINS1	GINS complex subunit 1 (Psf1 homolog)
221538_s_at	9.57	7.39	4.54	1.45E-06	0.0003	PLXNA1	plexin A1
225284_at	9.7	12.61	-7.54	1.46E-06	0.0003	DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3
236207_at	7.43	5.12	4.98	1.46E-06	0.0003	SSFA2	sperm specific antigen 2
243296_at	6.21	8.39	-4.54	1.45E-06	0.0003	NAMPT	nicotinamide phosphoribosyltransferase
201925_s_at	8.64	11.25	-6.09	1.47E-06	0.0003	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
212040_at	9.39	7.11	4.86	1.47E-06	0.0003	TGOLN2	trans-golgi network protein 2
229551_x_at	9.48	7.29	4.58	1.49E-06	0.0003	ZNF367	zinc finger protein 367
238529_at	8.06	5.85	4.64	1.50E-06	0.0003		
242300_at	7.95	5.66	4.88	1.50E-06	0.0003		
201182_s_at	8.95	6.74	4.62	1.51E-06	0.0003	CHD4	chromodomain helicase DNA binding protein 4
202720_at	10.18	12.37	-4.54	1.54E-06	0.0003	TES	testin LIM domain protein
204347_at	8.02	10.35	-5.02	1.55E-06	0.0003	AK4	adenylate kinase 4
205569_at	6.18	8.88	-6.47	1.52E-06	0.0003	LAMP3	lysosomal-associated membrane protein 3
222851_at	7.08	9.25	-4.49	1.52E-06	0.0003	ZNF654	zinc finger protein 654
224628_at	10.67	12.85	-4.52	1.54E-06	0.0003	ERLEC1	endoplasmic reticulum lectin 1
226941_at	7.43	9.66	-4.7	1.54E-06	0.0003	ATF6	activating transcription factor 6
233059_at	7.91	5.52	5.23	1.54E-06	0.0003	KCNJ3	potassium channel, inwardly rectifying subfamily J, member 3
233764_s_at	5.5	7.77	-4.83	1.55E-06	0.0003	LARP1B	La ribonucleoprotein domain family, member 1B
244481_at	9.03	6.55	5.57	1.54E-06	0.0003		
218418_s_at	10.75	8.19	5.9	1.58E-06	0.0003	KANK2	KN motif and ankyrin repeat domains 2
217165_x_at	9.27	11.46	-4.56	1.59E-06	0.0003	MT1F	metallothionein 1F
232180_at	5.79	7.96	-4.5	1.60E-06	0.0003	UGP2	UDP-glucose pyrophosphorylase 2
204488_at	10.24	8.08	4.46	1.61E-06	0.0003	DOLK	dolichol kinase
226099_at	7.34	10.18	-7.15	1.63E-06	0.0003	ELL2	elongation factor, RNA polymerase II, 2
226859_at	7.91	10.09	-4.54	1.63E-06	0.0003	DNAJC25	DnaJ (Hsp40) homolog, subfamily C , member 25
218987_at	9.03	6.31	6.59	1.64E-06	0.0003	ATF7IP	activating transcription factor 7 interacting protein
228181_at	7.19	10.53	-10.16	1.65E-06	0.0003	SLC30A1	solute carrier family 30 (zinc transporter), member 1
223556_at	10.01	7.43	5.94	1.65E-06	0.0003	HELLS	helicase, lymphoid-specific
229838_at	6.81	9.08	-4.82	1.66E-06	0.0003	LOC105376575; NUCB2	uncharacterized LOC105376575; nucleobindin 2
235419_at	6.59	9.55	-7.74	1.66E-06	0.0003		
219978_s_at	7.83	5.45	5.19	1.68E-06	0.0003	NUSAP1	nucleolar and spindle associated protein 1
224032_x_at	9.85	7.68	4.5	1.68E-06	0.0003	SPANXA1; SPANXA2; SPANXC	sperm protein associated with the nucleus, X-linked, family member A1; SPANX family, member A2; SPANX family, member C
204348_s_at	9.35	11.64	-4.88	1.71E-06	0.0003	AK4	adenylate kinase 4
205386_s_at	6.13	8.3	-4.5	1.71E-06	0.0003	MDM2	MDM2 proto-oncogene, E3 ubiquitin protein ligase
208859_s_at	8.46	6.3	4.47	1.69E-06	0.0003	ATRX	alpha thalassemia/mental retardation syndrome X-linked
213836_s_at	9.01	11.8	-6.92	1.71E-06	0.0003	WIPI1	WD repeat domain, phosphoinositide interacting 1
222484_s_at	7.32	5.15	4.5	1.71E-06	0.0003	CXCL14	chemokine (C-X-C motif) ligand 14
207980_s_at	6.46	8.72	-4.8	1.73E-06	0.0003	CITED2	Cbp/p300-interacting transactivator, with Glu/Asp rich carboxy-terminal domain, 2
225698_at	10.28	12.42	-4.39	1.73E-06	0.0003	EPB41L4A-AS1	EPB41L4A antisense RNA 1
208744_x_at	10.75	8.29	5.5	1.74E-06	0.0003	HSPH1	heat shock 105kDa/110kDa protein 1
212622_at	9.43	11.57	-4.39	1.75E-06	0.0003	TMEM41B	transmembrane protein 41B
226226_at	7.96	10.15	-4.55	1.74E-06	0.0003	TMEM45B	transmembrane protein 45B
230099_at	5.99	8.24	-4.73	1.75E-06	0.0003		
222632_s_at	6.81	9.5	-6.46	1.77E-06	0.0003	LZTFL1	leucine zipper transcription factor like 1
242138_at	8.86	6.72	4.41	1.79E-06	0.0003	DLX1	distal-less homeobox 1
233020_at	6.54	9.09	-5.84	1.79E-06	0.0003	SEC22B	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
1557129_a_at	5.95	3.81	4.41	1.80E-06	0.0003	FAM111B	family with sequence similarity 111, member B
236606_at	5.01	7.4	-5.27	1.81E-06	0.0003		
223217_s_at	10.71	8.28	5.41	1.82E-06	0.0003	NFKBIZ	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta
205141_at	5.92	8.05	-4.37	1.83E-06	0.0003	ANG	angiogenin, ribonuclease, RNase A family, 5
225957_at	6.08	8.21	-4.38	1.85E-06	0.0003	CREBRF	CREB3 regulatory factor
201849_at	11.31	13.73	-5.33	1.88E-06	0.0003	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3
227501_at	6.77	8.9	-4.37	1.91E-06	0.0003		
202464_s_at	9.27	11.69	-5.33	1.94E-06	0.0003	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
217966_s_at	4.54	6.68	-4.39	1.94E-06	0.0003	FAM129A	family with sequence similarity 129, member A
218002_s_at	6.71	4.4	4.95	1.94E-06	0.0003	CXCL14	chemokine (C-X-C motif) ligand 14
229173_at	6.29	8.52	-4.69	1.94E-06	0.0003	KIAA1715	KIAA1715
1558080_s_at	7.84	10.83	-7.95	1.93E-06	0.0003	DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3
207813_s_at	7.37	9.84	-5.56	1.99E-06	0.0003	FDXR	ferredoxin reductase
223846_at	5.2	7.96	-6.77	1.99E-06	0.0003	AZI2	5-azacytidine induced 2
227443_at	7.91	10.17	-4.79	1.99E-06	0.0003	LURAP1L	leucine rich adaptor protein 1-like
209790_s_at	9.33	7.03	4.95	2.02E-06	0.0003	CASP6	caspase 6
235350_at	9.9	7.32	5.99	2.01E-06	0.0003	C4orf19	chromosome 4 open reading frame 19
200769_s_at	8.78	6.67	4.31	2.06E-06	0.0003	MAT2A	methionine adenosyltransferase II, alpha
200984_s_at	10.34	7.99	5.1	2.10E-06	0.0003	CD59	CD59 molecule, complement regulatory protein
206140_at	7.44	5.21	4.68	2.10E-06	0.0003	LHX2	LIM homeobox 2
208581_x_at	10.64	12.84	-4.58	2.06E-06	0.0003	MT1X	metallothionein 1X
212171_x_at	8.06	10.26	-4.58	2.07E-06	0.0003	VEGFA	vascular endothelial growth factor A
37028_at	6.96	9.41	-5.49	2.08E-06	0.0003	PPP1R15A	protein phosphatase 1, regulatory subunit 15A
224367_at	8.5	10.62	-4.35	2.06E-06	0.0003	BEX2	brain expressed X-linked 2
229492_at	9.35	6.99	5.15	2.07E-06	0.0003	VANGL1	VANGL planar cell polarity protein 1
242725_at	6.51	8.92	-5.29	2.09E-06	0.0003		
1557257_at	4.19	6.36	-4.49	2.09E-06	0.0003	BCL10	B-cell CLL/lymphoma 10
225342_at	8.67	10.86	-4.56	2.12E-06	0.0003	AK4	adenylate kinase 4
225251_at	8.77	10.86	-4.25	2.13E-06	0.0003	RAB24	RAB24, member RAS oncogene family
227685_at	6.97	9.04	-4.2	2.13E-06	0.0003	TMF1	TATA element modulatory factor 1
224831_at	7.81	9.9	-4.24	2.15E-06	0.0003	CPEB4	cytoplasmic polyadenylation element binding protein 4
243631_at	6.07	8.19	-4.37	2.16E-06	0.0003		
200800_s_at	12.45	10.32	4.37	2.18E-06	0.0003	HSPA1A; HSPA1B	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
227080_at	7.96	10.13	-4.49	2.19E-06	0.0003	ZNF697	zinc finger protein 697
201703_s_at	9.16	6.57	6.03	2.23E-06	0.0003	PPP1R10	protein phosphatase 1, regulatory subunit 10
227134_at	8.16	10.22	-4.16	2.23E-06	0.0003	SYTL1	synaptotagmin like 1
215942_s_at	7.43	5.28	4.41	2.28E-06	0.0003	GTSE1	G-2 and S-phase expressed 1
200983_x_at	10.13	7.2	7.61	2.36E-06	0.0003	CD59	CD59 molecule, complement regulatory protein
205123_s_at	3.78	6	-4.67	2.36E-06	0.0003	MSANTD3-TMEFF1; TMEFF1	MSANTD3-TMEFF1 readthrough; transmembrane protein with EGF-like and two follistatin-like domains 1
209340_at	9.37	11.41	-4.12	2.37E-06	0.0003	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
213629_x_at	8.58	10.74	-4.45	2.34E-06	0.0003	MT1F	metallothionein 1F
227285_at	7.24	10.24	-7.99	2.35E-06	0.0003	CIART	circadian associated repressor of transcription
227930_at	6.42	8.49	-4.2	2.37E-06	0.0003	AGO4	argonaute RISC catalytic component 4
228810_at	7.88	10.08	-4.61	2.36E-06	0.0003	CCNYL1	cyclin Y like 1
242918_at	6.55	4.49	4.17	2.37E-06	0.0003	NASP	nuclear autoantigenic sperm protein (histone-binding)
227655_at	6.03	8.5	-5.54	2.38E-06	0.0003	SNHG18	small nucleolar RNA host gene 18
212665_at	9.15	11.31	-4.46	2.42E-06	0.0003	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase
202619_s_at	9.36	11.51	-4.43	2.45E-06	0.0003	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2
217825_s_at	8.59	10.67	-4.21	2.45E-06	0.0003	UBE2J1	ubiquitin-conjugating enzyme E2, J1
236620_at	8.65	6.59	4.19	2.45E-06	0.0003	RIF1	replication timing regulatory factor 1
209295_at	9.82	12	-4.53	2.48E-06	0.0003	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b
210041_s_at	9.66	12.08	-5.34	2.47E-06	0.0003	PGM3	phosphoglucomutase 3
231973_s_at	6.43	8.74	-4.97	2.47E-06	0.0003	ANAPC1	anaphase promoting complex subunit 1
202656_s_at	7.86	9.88	-4.07	2.52E-06	0.0004	SERTAD2	SERTA domain containing 2
214659_x_at	8.85	6	7.2	2.51E-06	0.0004	YLPM1	YLP motif containing 1
235143_at	5.98	8.04	-4.2	2.52E-06	0.0004	SLC10A7	solute carrier family 10, member 7
201583_s_at	10.54	12.7	-4.48	2.56E-06	0.0004	SEC23B	Sec23 homolog B, COPII coat complex component
204781_s_at	6.19	8.32	-4.37	2.55E-06	0.0004	FAS	Fas cell surface death receptor
205413_at	6.01	3.92	4.27	2.53E-06	0.0004	MPPED2	metallophosphoesterase domain containing 2
208165_s_at	6.48	9.42	-7.67	2.57E-06	0.0004	PRSS16	protease, serine, 16 (thymus)
225655_at	11.24	7.23	16.14	2.57E-06	0.0004	UHRF1	ubiquitin-like with PHD and ring finger domains 1
226150_at	8.98	11.31	-5.05	2.55E-06	0.0004	PLPP5	phospholipid phosphatase 5
227905_s_at	5.92	8.14	-4.68	2.54E-06	0.0004	AZI2	5-azacytidine induced 2
223182_s_at	9.28	6.98	4.9	2.59E-06	0.0004	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
223299_at	9.16	11.24	-4.24	2.60E-06	0.0004	SEC11C	SEC11 homolog C, signal peptidase complex subunit
225934_at	8.93	6.87	4.16	2.60E-06	0.0004	LOC148413	uncharacterized LOC148413
227717_at	6.11	8.41	-4.93	2.60E-06	0.0004	ARHGEF37	Rho guanine nucleotide exchange factor 37
228038_at	8.21	5.76	5.49	2.60E-06	0.0004	SOX2	SRY box 2
238078_at	6.01	8.39	-5.2	2.61E-06	0.0004	SEC22A	SEC22 homolog A, vesicle trafficking protein
211708_s_at	8.7	11.36	-6.32	2.63E-06	0.0004	SCD	stearoyl-CoA desaturase (delta-9-desaturase)
227701_at	7.86	9.93	-4.19	2.62E-06	0.0004	CCDC186	coiled-coil domain containing 186
228275_at	7.19	9.22	-4.09	2.63E-06	0.0004	LINC00888	long intergenic non-protein coding RNA 888
204709_s_at	9.33	6.94	5.23	2.67E-06	0.0004	KIF23	kinesin family member 23
212043_at	10.77	8.76	4.02	2.69E-06	0.0004	TGOLN2	trans-golgi network protein 2
224999_at	5.31	7.34	-4.1	2.69E-06	0.0004	EGFR	epidermal growth factor receptor
205436_s_at	12.53	9.62	7.5	2.71E-06	0.0004	H2AFX	H2A histone family, member X
212954_at	7.2	9.26	-4.17	2.74E-06	0.0004	DYRK4	dual specificity tyrosine-(Y)-phosphorylation regulated kinase 4
226085_at	11.2	9.19	4.01	2.74E-06	0.0004	CBX5	chromobox homolog 5
235857_at	7.66	10.53	-7.29	2.75E-06	0.0004	KCTD11	potassium channel tetramerization domain containing 11
214624_at	6.4	8.59	-4.55	2.77E-06	0.0004	UPK1A	uroplakin 1A
200754_x_at	13.08	10.9	4.51	2.80E-06	0.0004	SRSF2	serine/arginine-rich splicing factor 2
215220_s_at	5.94	3.94	4	2.82E-06	0.0004	TPR	translocated promoter region, nuclear basket protein
238476_at	4.32	7.2	-7.36	2.83E-06	0.0004	CREBRF	CREB3 regulatory factor
228977_at	9.85	7.84	4.02	2.86E-06	0.0004	LOC729680	uncharacterized LOC729680
242727_at	6.77	8.78	-4.02	2.88E-06	0.0004	ARL5B	ADP-ribosylation factor like GTPase 5B
202014_at	6.76	8.75	-3.97	2.93E-06	0.0004	PPP1R15A	protein phosphatase 1, regulatory subunit 15A
225956_at	4.97	8.1	-8.77	2.93E-06	0.0004	CREBRF	CREB3 regulatory factor
212841_s_at	6.6	8.59	-3.99	2.95E-06	0.0004	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)
226158_at	5.92	8.14	-4.68	2.96E-06	0.0004	KLHL24	kelch-like family member 24
228291_s_at	7.57	9.9	-5.01	2.95E-06	0.0004	KIZ	kizuna centrosomal protein
200790_at	11.74	9	6.7	2.99E-06	0.0004	ODC1	ornithine decarboxylase 1
202342_s_at	7.08	9.4	-4.99	2.99E-06	0.0004	TRIM2	tripartite motif containing 2
202948_at	7.79	5.15	6.21	2.99E-06	0.0004	IL1R1	interleukin 1 receptor, type I
225716_at	12.03	9.93	4.28	2.97E-06	0.0004	BRI3BP	BRI3 binding protein
1569086_at	5.57	7.91	-5.04	2.98E-06	0.0004	EML2-AS1	EML2 antisense RNA 1
207078_at	4.23	6.22	-3.97	3.02E-06	0.0004	MED6	mediator complex subunit 6
225601_at	10.93	8.54	5.22	3.04E-06	0.0004	HMGB3	high mobility group box 3
230588_s_at	7	9.02	-4.06	3.04E-06	0.0004	LOC285074; LOC730268; RMND5A	anaphase promoting complex subunit 1 pseudogene; anaphase-promoting complex subunit 1-like; required for meiotic nuclear division 5 homolog A
1555420_a_at	6.38	8.51	-4.38	3.03E-06	0.0004	KLF7	Kruppel-like factor 7 (ubiquitous)
200629_at	11.52	13.76	-4.74	3.06E-06	0.0004	WARS	tryptophanyl-tRNA synthetase
204067_at	9.33	7.13	4.62	3.09E-06	0.0004	SUOX	sulfite oxidase
211458_s_at	7.37	9.68	-4.95	3.08E-06	0.0004	GABARAPL1; GABARAPL3	GABA(A) receptor-associated protein like 1; GABA(A) receptors associated protein like 3, pseudogene
227755_at	7.73	9.79	-4.19	3.09E-06	0.0004	ERN1	endoplasmic reticulum to nucleus signaling 1
230493_at	7.75	5.75	4	3.10E-06	0.0004	SHISA2	shisa family member 2
242273_at	7.31	5.33	3.95	3.10E-06	0.0004	LLPH	LLP homolog, long-term synaptic facilitation (Aplysia)
242786_at	5.45	7.42	-3.91	3.10E-06	0.0004	SBF2-AS1	SBF2 antisense RNA 1
209946_at	6.9	8.87	-3.91	3.11E-06	0.0004	VEGFC	vascular endothelial growth factor C
210105_s_at	7.11	9.09	-3.94	3.11E-06	0.0004	FYN	FYN proto-oncogene, Src family tyrosine kinase
216450_x_at	9.15	11.75	-6.05	3.13E-06	0.0004	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1
235620_x_at	5.26	7.43	-4.48	3.13E-06	0.0004	ZMYM5	zinc finger, MYM-type 5
210517_s_at	6.36	10.53	-18.01	3.15E-06	0.0004	AKAP12	A kinase (PRKA) anchor protein 12
211984_at	11.82	9.84	3.95	3.15E-06	0.0004	CALM1; CALM2	calmodulin 1 (phosphorylase kinase, delta); calmodulin 2 (phosphorylase kinase, delta)
219118_at	6.41	8.37	-3.89	3.22E-06	0.0004	FKBP11	FK506 binding protein 11
222118_at	9.43	7.35	4.24	3.22E-06	0.0004	CENPN	centromere protein N
224944_at	10.64	8.54	4.29	3.21E-06	0.0004	TMPO	thymopoietin
224743_at	9.75	11.71	-3.89	3.23E-06	0.0004	IMPAD1	inositol monophosphatase domain containing 1
201012_at	7.03	9.24	-4.64	3.24E-06	0.0004	ANXA1	annexin A1
209822_s_at	7.53	9.77	-4.72	3.26E-06	0.0004	VLDLR	very low density lipoprotein receptor
227897_at	11.27	13.25	-3.94	3.28E-06	0.0004		
201832_s_at	10.48	12.44	-3.9	3.31E-06	0.0004	USO1	USO1 vesicle transport factor
207528_s_at	6.93	8.89	-3.89	3.32E-06	0.0004	SLC7A11	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11
223209_s_at	11.41	13.5	-4.25	3.33E-06	0.0004	VIMP	VCP-interacting membrane selenoprotein
224566_at	9.34	11.37	-4.08	3.33E-06	0.0004	NEAT1	nuclear paraspeckle assembly transcript 1 (non-protein coding)
227628_at	7.21	9.84	-6.22	3.30E-06	0.0004	GPX8	glutathione peroxidase 8 (putative)
227629_at	9.37	7.19	4.55	3.31E-06	0.0004	PRLR	prolactin receptor
228562_at	8.07	10.08	-4.02	3.30E-06	0.0004	ZBTB10	zinc finger and BTB domain containing 10
223441_at	7.33	9.29	-3.89	3.34E-06	0.0004	SLC17A5	solute carrier family 17 (acidic sugar transporter), member 5
202234_s_at	6.54	8.5	-3.9	3.37E-06	0.0004	SLC16A1	solute carrier family 16 (monocarboxylate transporter), member 1
218585_s_at	9.62	7.66	3.89	3.38E-06	0.0004	DTL	denticleless E3 ubiquitin protein ligase homolog (Drosophila)
224643_at	9.46	11.53	-4.19	3.38E-06	0.0004	PRRC1	proline-rich coiled-coil 1
225391_at	10.2	12.15	-3.85	3.40E-06	0.0004	LOC93622	Morf4 family associated protein 1-like 1 pseudogene
202729_s_at	9.83	7.87	3.88	3.42E-06	0.0004	LTBP1	latent transforming growth factor beta binding protein 1
229139_at	9.99	7.98	4.01	3.44E-06	0.0004	JPH1	junctophilin 1
232369_at	6.33	8.83	-5.64	3.45E-06	0.0004		
1553186_x_at	10.52	8.55	3.91	3.45E-06	0.0004	RASEF	RAS and EF-hand domain containing
1555679_a_at	7.54	5.41	4.36	3.46E-06	0.0004	RTN4IP1	reticulon 4 interacting protein 1
213555_at	8.74	10.71	-3.91	3.48E-06	0.0004	RWDD2A	RWD domain containing 2A
218043_s_at	6.45	8.63	-4.53	3.47E-06	0.0004	AZI2	5-azacytidine induced 2
1557227_s_at	6.42	4.48	3.82	3.49E-06	0.0004	TPR	translocated promoter region, nuclear basket protein
222439_s_at	11.17	9.11	4.18	3.50E-06	0.0004	THRAP3	thyroid hormone receptor associated protein 3
202613_at	10.14	8.16	3.93	3.51E-06	0.0004	CTPS1	CTP synthase 1
212830_at	9.09	7.16	3.82	3.52E-06	0.0004	MEGF9	multiple EGF-like-domains 9
203429_s_at	9.31	11.32	-4.02	3.54E-06	0.0004	SUCO	SUN domain containing ossification factor
212902_at	8.51	10.55	-4.13	3.54E-06	0.0004	SEC24A	SEC24 homolog A, COPII coat complex component
213786_at	6.96	8.9	-3.83	3.56E-06	0.0004	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1
218919_at	10.05	12.06	-4.02	3.57E-06	0.0004	ZFAND1	zinc finger, AN1-type domain 1
226326_at	7.43	9.52	-4.27	3.56E-06	0.0004	PCGF5	polycomb group ring finger 5
201734_at	9.15	11.08	-3.8	3.63E-06	0.0004	CLCN3	chloride channel, voltage-sensitive 3
214179_s_at	9.62	11.54	-3.8	3.63E-06	0.0004	NFE2L1	nuclear factor, erythroid 2-like 1
223240_at	7.44	9.4	-3.89	3.63E-06	0.0004	FBXO8	F-box protein 8
225090_at	7.8	10.1	-4.92	3.61E-06	0.0004	SYVN1	synovial apoptosis inhibitor 1, synoviolin
231810_at	10.94	8.68	4.77	3.62E-06	0.0004	BRI3BP; THRIL	BRI3 binding protein; TNF and HNRNPL related immunoregulatory long non-coding RNA
238964_at	5.75	3.82	3.8	3.62E-06	0.0004	FIGN	fidgetin
200889_s_at	10.1	12.07	-3.9	3.66E-06	0.0004	SSR1	signal sequence receptor, alpha
203186_s_at	6.77	8.85	-4.23	3.68E-06	0.0004	S100A4	S100 calcium binding protein A4
204510_at	8.71	6.49	4.65	3.68E-06	0.0004	CDC7	cell division cycle 7
219421_at	6.06	8.13	-4.21	3.69E-06	0.0004	TTC33	tetratricopeptide repeat domain 33
224604_at	9.45	11.38	-3.82	3.67E-06	0.0004	C4orf3	chromosome 4 open reading frame 3
224630_at	10.19	12.12	-3.8	3.68E-06	0.0004	ERLEC1	endoplasmic reticulum lectin 1
231382_at	7.4	5.2	4.59	3.68E-06	0.0004	FGF18	fibroblast growth factor 18
224314_s_at	5.39	7.9	-5.69	3.71E-06	0.0004	EGLN1	egl-9 family hypoxia-inducible factor 1
207279_s_at	6.98	8.97	-3.98	3.75E-06	0.0004	NEBL	nebulette
225732_at	9.43	7.25	4.53	3.74E-06	0.0004	KLHL42	kelch-like family member 42
203666_at	9.5	7.54	3.88	3.84E-06	0.0004	CXCL12	chemokine (C-X-C motif) ligand 12
210567_s_at	5.97	4.01	3.9	3.81E-06	0.0004	SKP2	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
211985_s_at	11.3	9.15	4.46	3.83E-06	0.0004	CALM1; CALM2	calmodulin 1 (phosphorylase kinase, delta); calmodulin 2 (phosphorylase kinase, delta)
217739_s_at	10.26	12.19	-3.81	3.80E-06	0.0004	NAMPT	nicotinamide phosphoribosyltransferase
218651_s_at	7.2	9.28	-4.21	3.78E-06	0.0004	LARP6	La ribonucleoprotein domain family, member 6
218769_s_at	7.86	10.21	-5.1	3.83E-06	0.0004	ANKRA2	ankyrin repeat, family A (RFXANK-like), 2
219961_s_at	6.9	9.03	-4.37	3.78E-06	0.0004	KIZ	kizuna centrosomal protein
223254_s_at	9.65	7.73	3.78	3.84E-06	0.0004	G2E3	G2/M-phase specific E3 ubiquitin protein ligase
224524_s_at	8.86	10.8	-3.83	3.81E-06	0.0004	ASB3; GPR75-ASB3	ankyrin repeat and SOCS box containing 3; GPR75-ASB3 readthrough
227350_at	8.34	6.29	4.15	3.81E-06	0.0004	HELLS	helicase, lymphoid-specific
228846_at	9.62	11.9	-4.84	3.83E-06	0.0004	MXD1	MAX dimerization protein 1
213532_at	9.53	11.44	-3.75	3.87E-06	0.0004	ADAM17	ADAM metallopeptidase domain 17
228328_at	8.49	10.49	-4.01	3.92E-06	0.0004	KLHL28	kelch-like family member 28
201585_s_at	9.85	7.52	5.03	3.95E-06	0.0004	SFPQ	splicing factor proline/glutamine-rich
213341_at	7.79	9.7	-3.76	3.94E-06	0.0004	FEM1C	fem-1 homolog c (C. elegans)
222412_s_at	8.5	10.42	-3.79	3.95E-06	0.0004	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)
