ID	Normoxia Avg (log2)	Hypoxia Avg (log2)	Fold Change	P-val	FDR P-val	Gene Symbol	Description
1552621_at	8.47	7.47	2	0.0001	0.0285	POLR2J2; POLR2J3	polymerase (RNA) II (DNA directed) polypeptide J2; polymerase (RNA) II (DNA directed) polypeptide J3
200607_s_at	9.51	8.51	1.99	0.0001	0.0285	RAD21	RAD21 cohesin complex component
235476_at	8.72	7.72	2	0.0001	0.0288	TRIM59	tripartite motif containing 59
243631_at	6.07	7.08	-2.02	0.0001	0.0291		
226863_at	8.37	9.92	-2.94	0.0001	0.0295	FAM110C	family with sequence similarity 110, member C
223232_s_at	8.75	7.69	2.08	0.0001	0.0295	CGN	cingulin
209281_s_at	9.31	8.26	2.07	0.0001	0.0299	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1
223217_s_at	10.71	9.52	2.29	0.0001	0.03	NFKBIZ	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta
203803_at	8.33	7.31	2.04	0.0001	0.0301	PCYOX1	prenylcysteine oxidase 1
221220_s_at	7.35	6.19	2.23	0.0001	0.0303	SCYL2	SCY1-like, kinase-like 2
222538_s_at	7.08	6.09	1.98	0.0002	0.0303	APPL1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1
226933_s_at	6.36	5.38	1.98	0.0002	0.0309	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein
208711_s_at	10.76	9.72	2.04	0.0002	0.0311	CCND1	cyclin D1
211086_x_at	5.08	4.1	1.97	0.0002	0.0311	NEK1	NIMA-related kinase 1
239619_at	4.36	5.43	-2.1	0.0002	0.0311		
202023_at	9.93	11.21	-2.43	0.0002	0.0313	EFNA1	ephrin-A1
215446_s_at	3.76	5.74	-3.96	0.0002	0.0313	LOX	lysyl oxidase
218564_at	9.8	8.78	2.03	0.0002	0.0313	RFWD3	ring finger and WD repeat domain 3
220072_at	6.71	5.73	1.98	0.0002	0.0314	CSPP1	centrosome and spindle pole associated protein 1
239393_at	5.53	4.55	1.98	0.0002	0.0314		
202657_s_at	7.92	8.97	-2.07	0.0002	0.0314	SERTAD2	SERTA domain containing 2
222283_at	6.01	4.84	2.26	0.0002	0.0314	ZNF480	zinc finger protein 480
37028_at	6.96	8.12	-2.24	0.0002	0.0315	PPP1R15A	protein phosphatase 1, regulatory subunit 15A
203395_s_at	8.25	9.38	-2.19	0.0002	0.0316	HES1	hes family bHLH transcription factor 1
204384_at	8.52	7.55	1.96	0.0002	0.0326	GOLGA2	golgin A2
212994_at	8.23	7.12	2.15	0.0002	0.0336	THOC2	THO complex 2
236480_at	5.32	6.46	-2.2	0.0002	0.0337	MIR210HG	MIR210 host gene
226663_at	5	4	2	0.0002	0.0339	ANKRD10; ANKRD10-IT1	ankyrin repeat domain 10; ANKRD10 intronic transcript 1
238551_at	6.66	8.48	-3.54	0.0002	0.034	FUT11	fucosyltransferase 11 (alpha (1,3) fucosyltransferase)
222387_s_at	7.29	6.29	1.99	0.0002	0.0345	VPS35	VPS35 retromer complex component
232008_s_at	8.78	7.81	1.96	0.0002	0.0347	BBX	bobby sox homolog (Drosophila)
222662_at	7.6	8.6	-2.01	0.0002	0.0348	PPP1R3B	protein phosphatase 1, regulatory subunit 3B
239363_at	9.62	8.63	1.99	0.0002	0.0349	INIP	INTS3 and NABP interacting protein
1557895_at	4.89	3.88	2.01	0.0002	0.0352	LOC105371232	uncharacterized LOC105371232
230710_at	6.11	7.39	-2.43	0.0002	0.0354	MIR210HG	MIR210 host gene
201008_s_at	8.22	7.22	2	0.0002	0.0361	TXNIP	thioredoxin interacting protein
208664_s_at	7.74	6.61	2.19	0.0002	0.0363	TTC3	tetratricopeptide repeat domain 3
236254_at	8.11	7.15	1.95	0.0002	0.0364	VPS13B	vacuolar protein sorting 13 homolog B (yeast)
220145_at	5.15	4.13	2.03	0.0002	0.0366	MAP9	microtubule-associated protein 9
217168_s_at	9.08	10.88	-3.49	0.0002	0.0368	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
226452_at	8.18	9.14	-1.94	0.0002	0.0368	PDK1	pyruvate dehydrogenase kinase, isozyme 1
214723_x_at	4.94	3.89	2.07	0.0002	0.0371	ANKRD36; ANKRD36B	ankyrin repeat domain 36; ankyrin repeat domain 36B
202935_s_at	6.17	7.62	-2.73	0.0002	0.0371	SOX9	SRY box 9
236957_at	8.49	7.42	2.1	0.0002	0.0376	CDCA2	cell division cycle associated 2
1554602_at	7.01	7.98	-1.96	0.0002	0.0378	RBM8A	RNA binding motif protein 8A
212027_at	10.25	9.14	2.15	0.0002	0.0384	RBM25	RNA binding motif protein 25
212171_x_at	8.06	9.15	-2.12	0.0002	0.0384	VEGFA	vascular endothelial growth factor A
238476_at	4.32	5.29	-1.95	0.0002	0.0384	CREBRF	CREB3 regulatory factor
200632_s_at	8.85	10.91	-4.17	0.0002	0.0386	NDRG1	N-myc downstream regulated 1
209101_at	5.72	6.81	-2.13	0.0002	0.0386	CTGF	connective tissue growth factor
223138_s_at	8.77	7.83	1.92	0.0002	0.0386	DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36
228751_at	5.73	6.76	-2.05	0.0002	0.0386	CLK4	CDC like kinase 4
203574_at	8.97	10.04	-2.11	0.0002	0.0402	NFIL3	nuclear factor, interleukin 3 regulated
240105_at	6.49	5.41	2.12	0.0002	0.0402		
209304_x_at	9.88	11	-2.18	0.0003	0.0436	GADD45B	growth arrest and DNA-damage-inducible, beta
222633_at	9.5	8.49	2.02	0.0003	0.0436	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1
203491_s_at	6.46	5.38	2.12	0.0003	0.0445	CEP57	centrosomal protein 57kDa
208610_s_at	10.16	9.21	1.92	0.0003	0.0445	SRRM2	serine/arginine repetitive matrix 2
208661_s_at	10.39	9.35	2.05	0.0003	0.0454	TTC3	tetratricopeptide repeat domain 3
214052_x_at	8.62	7.57	2.06	0.0003	0.0456	PRRC2C	proline-rich coiled-coil 2C
1554132_a_at	6.69	5.65	2.05	0.0003	0.046	CCSER2	coiled-coil serine rich protein 2
204597_x_at	8.88	9.85	-1.96	0.0003	0.0465	STC1	stanniocalcin 1
219250_s_at	7.77	6.4	2.6	0.0003	0.0465	FLRT3	fibronectin leucine rich transmembrane protein 3
217610_at	6.73	5.8	1.91	0.0003	0.0468	SPDYE2	speedy/RINGO cell cycle regulator family member E2
224549_x_at	9.12	8.18	1.91	0.0003	0.0468		
201291_s_at	11.12	10.07	2.07	0.0003	0.048	TOP2A	topoisomerase (DNA) II alpha
1553185_at	12.03	10.86	2.26	0.0003	0.048	RASEF	RAS and EF-hand domain containing
206668_s_at	7.87	6.93	1.92	0.0003	0.0482	SCAMP1	secretory carrier membrane protein 1
215936_s_at	8.02	6.91	2.15	0.0003	0.0482	KIAA1033	KIAA1033
222834_s_at	8.82	7.79	2.05	0.0003	0.0482	GNG12	guanine nucleotide binding protein (G protein), gamma 12
228556_at	6.02	5.11	1.89	0.0003	0.0482	YTHDC1	YTH domain containing 1
225730_s_at	8.38	7.47	1.88	0.0003	0.0487	THUMPD3	THUMP domain containing 3
227337_at	5.7	9.94	-18.81	2.34E-07	0.0128	ANKRD37	ankyrin repeat domain 37
201170_s_at	9.16	12.25	-8.49	1.18E-06	0.0218	BHLHE40	basic helix-loop-helix family, member e40
202887_s_at	10.36	13.32	-7.77	1.48E-06	0.0218	DDIT4	DNA damage inducible transcript 4
209189_at	7.81	11.18	-10.31	1.59E-06	0.0218	FOS	FBJ murine osteosarcoma viral oncogene homolog
202912_at	8.51	12.57	-16.64	2.91E-06	0.0318	ADM	adrenomedullin
201694_s_at	9.91	11.71	-3.49	2.06E-05	0.0378	EGR1	early growth response 1
201739_at	8.95	6.72	4.69	6.69E-06	0.0378	SGK1	serum/glucocorticoid regulated kinase 1
202464_s_at	9.27	11.61	-5.04	6.81E-06	0.0378	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
202549_at	8.02	6.36	3.16	2.97E-05	0.0378	VAPB	VAMP (vesicle-associated membrane protein)-associated protein B and C
202770_s_at	8.26	10.61	-5.08	3.11E-05	0.0378	CCNG2	cyclin G2
202842_s_at	10.08	12.87	-6.93	1.50E-05	0.0378	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9
202843_at	6.62	10.39	-13.66	4.34E-06	0.0378	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9
204284_at	8.89	11.15	-4.78	3.17E-05	0.0378	PPP1R3C	protein phosphatase 1, regulatory subunit 3C
206500_s_at	7.08	5.12	3.89	1.56E-05	0.0378	MIS18BP1	MIS18 binding protein 1
207980_s_at	6.46	8.3	-3.58	1.99E-05	0.0378	CITED2	Cbp/p300-interacting transactivator, with Glu/Asp rich carboxy-terminal domain, 2
208859_s_at	8.46	6.28	4.54	9.46E-06	0.0378	ATRX	alpha thalassemia/mental retardation syndrome X-linked
208900_s_at	11.37	9.2	4.49	1.53E-05	0.0378	TOP1	topoisomerase (DNA) I
209136_s_at	9.11	7.46	3.15	3.21E-05	0.0378	USP10	ubiquitin specific peptidase 10
209203_s_at	8	5.94	4.16	2.12E-05	0.0378	BICD2	bicaudal D homolog 2 (Drosophila)
209257_s_at	8.84	7.01	3.57	1.90E-05	0.0378	SMC3	structural maintenance of chromosomes 3
209357_at	8.52	10.75	-4.71	9.48E-06	0.0378	CITED2	Cbp/p300-interacting transactivator, with Glu/Asp rich carboxy-terminal domain, 2
209457_at	6.29	8.46	-4.51	1.01E-05	0.0378	DUSP5	dual specificity phosphatase 5
211993_at	8.52	6.85	3.18	3.13E-05	0.0378	WNK1	WNK lysine deficient protein kinase 1
212105_s_at	6.67	4.87	3.49	2.70E-05	0.0378	DHX9	DEAH (Asp-Glu-Ala-His) box helicase 9
212107_s_at	9.14	7.18	3.89	1.37E-05	0.0378	DHX9	DEAH (Asp-Glu-Ala-His) box helicase 9
212558_at	7.04	9.39	-5.08	1.49E-05	0.0378	SPRY1	sprouty RTK signaling antagonist 1
213286_at	8.07	6.37	3.25	2.70E-05	0.0378	ZFR	zinc finger RNA binding protein
213446_s_at	10.4	8.39	4.03	1.70E-05	0.0378	IQGAP1	IQ motif containing GTPase activating protein 1
215220_s_at	5.94	3.96	3.95	1.29E-05	0.0378	TPR	translocated promoter region, nuclear basket protein
36711_at	7.9	10.65	-6.75	1.14E-05	0.0378	MAFF	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F
223940_x_at	10.24	7.98	4.78	2.65E-05	0.0378	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
224567_x_at	11.7	9.59	4.31	1.68E-05	0.0378	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
224730_at	9.37	7.66	3.27	3.27E-05	0.0378	DCAF7	DDB1 and CUL4 associated factor 7
224797_at	7.1	9.24	-4.41	3.35E-05	0.0378	ARRDC3	arrestin domain containing 3
226675_s_at	10.22	7.63	6.05	2.01E-05	0.0378	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
227285_at	7.24	10.31	-8.37	5.59E-06	0.0378	CIART	circadian associated repressor of transcription
227404_s_at	11.27	13.2	-3.83	2.63E-05	0.0378	EGR1	early growth response 1
230629_s_at	7.58	5.7	3.69	2.96E-05	0.0378	EP400	E1A binding protein p400
231875_at	8.76	7.03	3.32	2.51E-05	0.0378	KIF21A	kinesin family member 21A
235461_at	7.01	4.99	4.08	2.66E-05	0.0378	TET2	tet methylcytosine dioxygenase 2
236207_at	7.43	4.97	5.52	2.66E-05	0.0378	SSFA2	sperm specific antigen 2
236620_at	8.65	6.91	3.35	2.31E-05	0.0378	RIF1	replication timing regulatory factor 1
242918_at	6.55	4.53	4.06	1.20E-05	0.0378	NASP	nuclear autoantigenic sperm protein (histone-binding)
243648_at	8.29	6.22	4.21	1.15E-05	0.0378	ZBED6	zinc finger, BED-type containing 6
1554452_a_at	9.01	11.82	-7.02	3.39E-05	0.0378	HILPDA	hypoxia inducible lipid droplet-associated
1554462_a_at	8.07	11.42	-10.19	1.89E-05	0.0378	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9
1557227_s_at	6.42	4.68	3.33	2.51E-05	0.0378	TPR	translocated promoter region, nuclear basket protein
1558028_x_at	8.12	6.27	3.62	2.36E-05	0.0378	LINC00657	long intergenic non-protein coding RNA 657
1558678_s_at	12.71	10.49	4.68	2.86E-05	0.0378	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
214464_at	9.01	7.28	3.34	3.46E-05	0.0378	CDC42BPA	CDC42 binding protein kinase alpha (DMPK-like)
233827_s_at	10.31	8.31	4	3.70E-05	0.0396	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit
224657_at	10.34	12.78	-5.44	3.79E-05	0.0398	ERRFI1	ERBB receptor feedback inhibitor 1
1557129_a_at	5.95	4.03	3.79	3.92E-05	0.0404	FAM111B	family with sequence similarity 111, member B
202769_at	10.61	12.63	-4.05	4.41E-05	0.0446	CCNG2	cyclin G2
216222_s_at	6.98	5.46	2.87	4.83E-05	0.0466	MYO10	myosin X
221530_s_at	5.5	7.07	-2.98	4.86E-05	0.0466	BHLHE41	basic helix-loop-helix family, member e41
239451_at	6.04	8.06	-4.05	4.73E-05	0.0466		
1553106_at	6.24	4.63	3.06	4.97E-05	0.0468	C5orf24	chromosome 5 open reading frame 24
201464_x_at	8.99	10.53	-2.92	5.28E-05	0.0472	JUN	jun proto-oncogene
207574_s_at	9.4	11.03	-3.1	5.44E-05	0.0472	GADD45B	growth arrest and DNA-damage-inducible, beta
212979_s_at	8.78	7.26	2.86	5.51E-05	0.0472	TCAF1	TRPM8 channel-associated factor 1
213926_s_at	7.85	5.95	3.73	5.52E-05	0.0472	AGFG1	ArfGAP with FG repeats 1
215092_s_at	7.01	5.54	2.77	5.54E-05	0.0472	NFAT5	nuclear factor of activated T-cells 5, tonicity-responsive
236429_at	6.6	4.9	3.26	5.24E-05	0.0472		
202638_s_at	5.86	7.45	-3	5.77E-05	0.0481	ICAM1	intercellular adhesion molecule 1
242408_at	8.96	7.09	3.65	5.82E-05	0.0481	STYX	serine/threonine/tyrosine interacting protein
210512_s_at	9.16	11.45	-4.89	5.97E-05	0.0483	VEGFA	vascular endothelial growth factor A
212220_at	6.61	5.16	2.73	6.02E-05	0.0483	PSME4	proteasome activator subunit 4
202843_at	6.62	10.76	-17.66	3.30E-06	0.0243	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9
202912_at	8.51	12.88	-20.74	1.34E-06	0.0243	ADM	adrenomedullin
209189_at	7.81	11.04	-9.36	3.40E-06	0.0243	FOS	FBJ murine osteosarcoma viral oncogene homolog
226348_at	7.95	11.36	-10.59	2.38E-06	0.0243	FUT11	fucosyltransferase 11 (alpha (1,3) fucosyltransferase)
227285_at	7.24	10.42	-9.05	3.55E-06	0.0243	CIART	circadian associated repressor of transcription
227337_at	5.7	9.99	-19.56	9.88E-07	0.0243	ANKRD37	ankyrin repeat domain 37
228499_at	7.59	11.27	-12.83	1.60E-06	0.0243	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4
1554462_a_at	8.07	11.74	-12.77	2.02E-06	0.0243	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9
201170_s_at	9.16	12.14	-7.86	9.44E-06	0.0303	BHLHE40	basic helix-loop-helix family, member e40
202770_s_at	8.26	10.78	-5.75	1.08E-05	0.0303	CCNG2	cyclin G2
202842_s_at	10.08	13.13	-8.3	5.85E-06	0.0303	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9
209258_s_at	8.57	5.76	7.02	6.39E-06	0.0303	SMC3	structural maintenance of chromosomes 3
210512_s_at	9.16	11.69	-5.77	1.15E-05	0.0303	VEGFA	vascular endothelial growth factor A
212689_s_at	9.03	11.78	-6.75	7.44E-06	0.0303	KDM3A	lysine (K)-specific demethylase 3A
217168_s_at	9.08	12.11	-8.19	6.81E-06	0.0303	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
218507_at	10.93	13.53	-6.09	1.17E-05	0.0303	HILPDA	hypoxia inducible lipid droplet-associated
221009_s_at	7.48	10.02	-5.8	1.06E-05	0.0303	ANGPTL4	angiopoietin like 4
224657_at	10.34	12.96	-6.14	9.09E-06	0.0303	ERRFI1	ERBB receptor feedback inhibitor 1
226347_at	7.86	11.11	-9.51	7.81E-06	0.0303		
226863_at	8.37	11.16	-6.91	8.97E-06	0.0303	FAM110C	family with sequence similarity 110, member C
238551_at	6.66	9.87	-9.24	1.13E-05	0.0303	FUT11	fucosyltransferase 11 (alpha (1,3) fucosyltransferase)
201340_s_at	8.21	5.88	5	1.65E-05	0.0306	ENC1	ectodermal-neural cortex 1 (with BTB domain)
202934_at	9.21	12.19	-7.89	1.48E-05	0.0306	HK2	hexokinase 2
202936_s_at	7.27	9.91	-6.22	1.40E-05	0.0306	SOX9	SRY box 9
202973_x_at	4.61	9.47	-29.03	1.42E-05	0.0306	FAM13A	family with sequence similarity 13, member A
211559_s_at	6.9	9.43	-5.76	1.33E-05	0.0306	CCNG2	cyclin G2
218839_at	6.08	9.25	-8.96	1.62E-05	0.0306	HEY1	hes-related family bHLH transcription factor with YRPW motif 1
230710_at	6.11	8.77	-6.32	1.71E-05	0.0306	MIR210HG	MIR210 host gene
235419_at	6.59	9.15	-5.89	1.26E-05	0.0306		
235857_at	7.66	10.22	-5.9	1.63E-05	0.0306	KCTD11	potassium channel tetramerization domain containing 11
239431_at	5.69	7.99	-4.92	1.74E-05	0.0306	TICAM2; TMED7-TICAM2	toll-like receptor adaptor molecule 2; TMED7-TICAM2 readthrough
208900_s_at	11.37	9.12	4.77	1.93E-05	0.031	TOP1	topoisomerase (DNA) I
224797_at	7.1	9.44	-5.07	1.92E-05	0.031	ARRDC3	arrestin domain containing 3
230728_at	6.32	8.58	-4.81	1.93E-05	0.031	FKBP14	FK506 binding protein 14
201739_at	8.95	6.62	5.02	2.34E-05	0.0312	SGK1	serum/glucocorticoid regulated kinase 1
202464_s_at	9.27	11.6	-5.02	2.11E-05	0.0312	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
202769_at	10.61	12.8	-4.54	2.34E-05	0.0312	CCNG2	cyclin G2
202887_s_at	10.36	13.16	-6.98	2.33E-05	0.0312	DDIT4	DNA damage inducible transcript 4
202935_s_at	6.17	8.71	-5.81	2.02E-05	0.0312	SOX9	SRY box 9
206307_s_at	7.59	9.85	-4.8	2.31E-05	0.0312	FOXD1	forkhead box D1
219232_s_at	7.51	10.48	-7.83	2.23E-05	0.0312	EGLN3	egl-9 family hypoxia-inducible factor 3
209357_at	8.52	10.92	-5.3	2.49E-05	0.0324	CITED2	Cbp/p300-interacting transactivator, with Glu/Asp rich carboxy-terminal domain, 2
217047_s_at	5.15	9.07	-15.17	2.61E-05	0.0325	FAM13A	family with sequence similarity 13, member A
1554452_a_at	9.01	12.3	-9.78	2.62E-05	0.0325	HILPDA	hypoxia inducible lipid droplet-associated
209203_s_at	8	5.77	4.68	2.75E-05	0.0334	BICD2	bicaudal D homolog 2 (Drosophila)
209566_at	6.99	10.42	-10.83	2.93E-05	0.034	INSIG2	insulin induced gene 2
235965_at	5.61	9.17	-11.81	2.93E-05	0.034	BHLHA15	basic helix-loop-helix family, member a15
200632_s_at	8.85	13.22	-20.66	3.09E-05	0.0346	NDRG1	N-myc downstream regulated 1
201250_s_at	8.88	11.19	-4.94	3.10E-05	0.0346	SLC2A1	solute carrier family 2 (facilitated glucose transporter), member 1
44783_s_at	7.9	10.96	-8.33	3.32E-05	0.0363	HEY1	hes-related family bHLH transcription factor with YRPW motif 1
1557129_a_at	5.95	3.85	4.28	3.43E-05	0.0368	FAM111B	family with sequence similarity 111, member B
218274_s_at	7.85	9.86	-4.01	3.51E-05	0.0368	ANKZF1	ankyrin repeat and zinc finger domain containing 1
218559_s_at	7.78	5.5	4.85	3.57E-05	0.0368	MAFB	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B
212558_at	7.04	9.38	-5.05	3.80E-05	0.0369	SPRY1	sprouty RTK signaling antagonist 1
214978_s_at	5.18	8.22	-8.17	3.88E-05	0.0369	PPFIA4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4
223333_s_at	6.78	8.75	-3.93	3.92E-05	0.0369	ANGPTL4	angiopoietin like 4
233827_s_at	10.31	8.08	4.7	3.75E-05	0.0369	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit
243648_at	8.29	6.23	4.17	3.68E-05	0.0369	ZBED6	zinc finger, BED-type containing 6
206424_at	6.53	8.58	-4.16	4.08E-05	0.0374	CYP26A1	cytochrome P450, family 26, subfamily A, polypeptide 1
215220_s_at	5.94	3.93	4.02	4.17E-05	0.0374	TPR	translocated promoter region, nuclear basket protein
242828_at	7.96	5.98	3.93	4.18E-05	0.0374	FIGN	fidgetin
219390_at	6.36	9.18	-7.1	4.26E-05	0.0375	FKBP14	FK506 binding protein 14
215209_at	4.17	6.2	-4.08	4.34E-05	0.0376	SEC24D	SEC24 homolog D, COPII coat complex component
218696_at	9.06	11.01	-3.85	4.54E-05	0.0387	EIF2AK3	eukaryotic translation initiation factor 2-alpha kinase 3
242918_at	6.55	4.48	4.22	4.65E-05	0.0391	NASP	nuclear autoantigenic sperm protein (histone-binding)
208930_s_at	9.8	7.91	3.69	4.83E-05	0.0393	ILF3	interleukin enhancer binding factor 3
235153_at	6.57	9.96	-10.51	4.78E-05	0.0393	RNF183	ring finger protein 183
1565867_a_at	7.07	4.91	4.49	5.01E-05	0.0402	LOC441155; ZC3H11A	zinc finger CCCH-type domain-containing-like; zinc finger CCCH-type containing 11A
227404_s_at	11.27	13.17	-3.75	5.59E-05	0.043	EGR1	early growth response 1
228234_at	7.32	10.01	-6.42	5.54E-05	0.043	TICAM2; TMED7-TICAM2	toll-like receptor adaptor molecule 2; TMED7-TICAM2 readthrough
242669_at	6.78	9.03	-4.76	5.50E-05	0.043	UFM1	ubiquitin-fold modifier 1
219158_s_at	9.98	8.04	3.83	5.78E-05	0.0439	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit
225750_at	9.7	12.62	-7.56	5.86E-05	0.0439	ERO1A	endoplasmic reticulum oxidoreductase alpha
201694_s_at	9.91	11.75	-3.59	6.97E-05	0.0442	EGR1	early growth response 1
201702_s_at	9.18	7.04	4.42	7.58E-05	0.0442	PPP1R10	protein phosphatase 1, regulatory subunit 10
202557_at	7.88	9.59	-3.28	7.86E-05	0.0442	HSPA13	heat shock protein 70kDa family, member 13
202672_s_at	7.14	10.33	-9.16	6.84E-05	0.0442	ATF3	activating transcription factor 3
211993_at	8.52	6.81	3.29	7.83E-05	0.0442	WNK1	WNK lysine deficient protein kinase 1
212105_s_at	6.67	4.87	3.48	7.86E-05	0.0442	DHX9	DEAH (Asp-Glu-Ala-His) box helicase 9
212366_at	6.67	8.62	-3.86	7.61E-05	0.0442	ZNF292	zinc finger protein 292
213926_s_at	7.85	6.04	3.52	6.83E-05	0.0442	AGFG1	ArfGAP with FG repeats 1
215446_s_at	3.76	9.1	-40.45	6.48E-05	0.0442	LOX	lysyl oxidase
222316_at	5.23	7.22	-3.96	7.68E-05	0.0442		
36711_at	7.9	10.58	-6.42	6.69E-05	0.0442	MAFF	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F
59625_at	8.32	10.12	-3.49	6.97E-05	0.0442	NOL3	nucleolar protein 3 (apoptosis repressor with CARD domain)
225090_at	7.8	9.83	-4.08	6.83E-05	0.0442	SYVN1	synovial apoptosis inhibitor 1, synoviolin
225557_at	8.2	10.01	-3.51	6.78E-05	0.0442	CSRNP1	cysteine-serine-rich nuclear protein 1
226275_at	9.08	11.12	-4.12	6.65E-05	0.0442	MXD1	MAX dimerization protein 1
228038_at	8.21	6.43	3.43	7.63E-05	0.0442	SOX2	SRY box 2
230746_s_at	7.81	9.67	-3.63	6.15E-05	0.0442		
232180_at	5.79	7.55	-3.38	6.86E-05	0.0442	UGP2	UDP-glucose pyrophosphorylase 2
236620_at	8.65	6.91	3.34	7.23E-05	0.0442	RIF1	replication timing regulatory factor 1
239710_at	7.38	5.46	3.79	7.21E-05	0.0442	FIGN	fidgetin
242408_at	8.96	7.24	3.3	7.59E-05	0.0442	STYX	serine/threonine/tyrosine interacting protein
244370_at	4.03	5.76	-3.31	7.43E-05	0.0442	KIAA2022	KIAA2022
1553392_at	4.08	6	-3.77	6.27E-05	0.0442	EFCAB3; LOC102724660	EF-hand calcium binding domain 3; uncharacterized LOC102724660
1557227_s_at	6.42	4.66	3.37	7.67E-05	0.0442	TPR	translocated promoter region, nuclear basket protein
223046_at	9.4	11.19	-3.46	8.15E-05	0.0446	EGLN1	egl-9 family hypoxia-inducible factor 1
228846_at	9.62	11.76	-4.41	8.02E-05	0.0446	MXD1	MAX dimerization protein 1
230629_s_at	7.58	5.71	3.67	8.17E-05	0.0446	EP400	E1A binding protein p400
202549_at	8.02	6.32	3.24	8.65E-05	0.0463	VAPB	VAMP (vesicle-associated membrane protein)-associated protein B and C
206512_at	5.6	7.33	-3.31	8.60E-05	0.0463	SRP19; ZRSR1	signal recognition particle 19kDa; zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1
236480_at	5.32	7.38	-4.17	8.83E-05	0.0468	MIR210HG	MIR210 host gene
214464_at	9.01	7.28	3.33	9.19E-05	0.0474	CDC42BPA	CDC42 binding protein kinase alpha (DMPK-like)
218615_s_at	7.82	9.73	-3.76	9.05E-05	0.0474	TMEM39A	transmembrane protein 39A
243296_at	6.21	7.86	-3.15	9.15E-05	0.0474	NAMPT	nicotinamide phosphoribosyltransferase
244385_at	6.7	8.7	-4.02	9.35E-05	0.0477	KDM4C	lysine (K)-specific demethylase 4C
211947_s_at	9.65	7.96	3.23	9.70E-05	0.049	PRRC2C	proline-rich coiled-coil 2C
217878_s_at	9.88	8.09	3.47	9.88E-05	0.049	CDC27	cell division cycle 27
222851_at	7.08	8.71	-3.1	9.90E-05	0.049	ZNF654	zinc finger protein 654
235461_at	7.01	5.02	3.98	9.96E-05	0.049	TET2	tet methylcytosine dioxygenase 2
227452_at	6.32	8	-3.22	0.0001	0.0491	LINC00511; LINC00673	long intergenic non-protein coding RNA 511; long intergenic non-protein coding RNA 673
