ID	Normoxia.Avg..log2.	Hypoxia.Avg..log2.	Fold.Change	P.val	FDR.P.val	Gene.Symbol	Description
201678_s_at	11.43	10.68	1.68	0.0028	0.0258	HMCES	5-hydroxymethylcytosine (hmC) binding, ES cell-specific
201681_s_at	11.22	10.52	1.63	0.0028	0.0258	DLG5	discs, large homolog 5 (Drosophila)
201694_s_at	9.91	11.67	-3.39	5.25e-07	9e-04	EGR1	early growth response 1
201697_s_at	10.53	8.24	4.88	3e-04	0.0118	DNMT1	DNA (cytosine-5-)-methyltransferase 1
201700_at	9.77	7.94	3.56	1e-04	0.0073	CCND3	cyclin D3
201703_s_at	9.16	6.57	6.03	2.23e-06	3e-04	PPP1R10	protein phosphatase 1, regulatory subunit 10
201710_at	11.27	10.61	1.58	0.0062	0.0457	MYBL2	v-myb avian myeloblastosis viral oncogene homolog-like 2
201714_at	10.03	7.85	4.54	3e-04	0.0111	TUBG1	tubulin, gamma 1
201734_at	9.15	11.08	-3.8	3.63e-06	4e-04	CLCN3	chloride channel, voltage-sensitive 3
201739_at	8.95	5.92	8.17	3.89e-06	0.0021	SGK1	serum/glucocorticoid regulated kinase 1
201745_at	10.92	11.7	-1.72	0.0032	0.0279	TWF1	twinfilin actin binding protein 1
201757_at	12.94	12.19	1.68	0.0057	0.0429	NDUFS5	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)
201759_at	7.72	6.99	1.67	0.0022	0.0212	TBCD	tubulin folding cofactor D
201761_at	12.18	13.55	-2.58	5.84e-05	0.0019	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
201764_at	11.93	10.9	2.05	0.0022	0.0362	TMEM106C	transmembrane protein 106C
201765_s_at	10.11	10.77	-1.58	0.006	0.0443	HEXA	hexosaminidase A (alpha polypeptide)
201767_s_at	9.63	8.43	2.3	7e-04	0.0185	ELAC2	elaC ribonuclease Z 2
201769_at	10.53	11.75	-2.34	1e-04	0.0027	CLINT1	clathrin interactor 1
201774_s_at	8.75	7.42	2.51	4e-04	0.006	NCAPD2	non-SMC condensin I complex subunit D2
201795_at	10.6	9.6	2.01	0.0029	0.0433	LBR	lamin B receptor
201797_s_at	8.86	7.65	2.31	0.0015	0.0285	VARS	valyl-tRNA synthetase
201800_s_at	10.01	11.33	-2.51	7e-04	0.0428	OSBP	oxysterol binding protein
201802_at	8.83	7.7	2.19	6e-04	0.0081	SLC29A1	solute carrier family 29 (equilibrative nucleoside transporter), member 1
201827_at	11.15	9.78	2.59	5e-04	0.015	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
201829_at	10.96	9.87	2.13	7e-04	0.0092	NET1	neuroepithelial cell transforming 1
201832_s_at	10.48	12.36	-3.68	6.09e-05	0.0056	USO1	USO1 vesicle transport factor
201843_s_at	6.42	5.52	1.87	8e-04	0.0104	EFEMP1	EGF containing fibulin-like extracellular matrix protein 1
201845_s_at	9.36	10.53	-2.26	2e-04	0.0034	RYBP	RING1 and YY1 binding protein
201847_at	10.33	11.92	-2.99	4e-04	0.0136	LIPA	lipase A, lysosomal acid, cholesterol esterase
201849_at	11.31	13.52	-4.61	3.46e-05	0.0177	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3
201851_at	9.42	10.47	-2.07	4e-04	0.0066	SH3GL1	SH3-domain GRB2-like 1
201853_s_at	10.97	9.6	2.59	0.0017	0.0178	CDC25B	cell division cycle 25B
201855_s_at	10.53	8.65	3.68	1e-04	0.007	ATMIN	ATM interactor
201857_at	11.08	11.77	-1.61	0.0033	0.0286	ZFR	zinc finger RNA binding protein
201871_s_at	9.7	10.4	-1.62	0.0042	0.0346	UBXN1	UBX domain protein 1
201876_at	10.77	10.1	1.59	0.0043	0.035	PON2	paraoxonase 2
201880_at	8.66	9.36	-1.63	0.0032	0.0279	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1
201883_s_at	10.46	9.49	1.96	4e-04	0.0065	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1
201889_at	9.64	10.95	-2.49	3e-04	0.0052	FAM3C	family with sequence similarity 3, member C
201890_at	12.53	10.2	5.03	0.0034	0.048	RRM2	ribonucleotide reductase M2
201896_s_at	10	8.01	3.99	3.14e-05	0.0041	PSRC1	proline/serine-rich coiled-coil 1
201897_s_at	12.67	13.48	-1.75	0.0014	0.0154	CKS1B	CDC28 protein kinase regulatory subunit 1B
201900_s_at	10.24	11.37	-2.19	4e-04	0.006	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)
201906_s_at	7.58	6.86	1.64	0.0029	0.0258	CTDSPL	CTD small phosphatase like
201910_at	8.44	7.55	1.86	7e-04	0.0092	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1
201916_s_at	10.28	12.21	-3.81	2e-04	0.0105	SEC63	SEC63 homolog, protein translocation regulator
201919_at	10.79	12.01	-2.33	8.99e-05	0.0025	SLC25A36	solute carrier family 25 (pyrimidine nucleotide carrier), member 36
201920_at	10.02	9.15	1.84	8e-04	0.0102	SLC20A1	solute carrier family 20 (phosphate transporter), member 1
201924_at	9.02	10.14	-2.18	2e-04	0.0036	AFF1	AF4/FMR2 family, member 1
201925_s_at	8.64	11.25	-6.09	1.47e-06	3e-04	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
201933_at	10.5	9.82	1.61	0.0038	0.0318	CHMP1A	charged multivesicular body protein 1A
201952_at	11.58	12.26	-1.61	0.0042	0.0346	ALCAM	activated leukocyte cell adhesion molecule
201953_at	10.9	11.6	-1.63	0.003	0.0267	CIB1	calcium and integrin binding 1 (calmyrin)
201954_at	12.23	11.06	2.26	0.0025	0.0397	ARPC1B	actin related protein 2/3 complex subunit 1B
201955_at	10.95	11.74	-1.73	0.0015	0.016	CCNC	cyclin C
201964_at	9.08	9.79	-1.63	0.0043	0.035	SETX	senataxin
201968_s_at	8.6	11.03	-5.39	2.87e-05	0.0176	PGM1	phosphoglucomutase 1
201969_at	7.35	6.5	1.79	0.0022	0.0211	NASP	nuclear autoantigenic sperm protein (histone-binding)
201994_at	13.46	14.21	-1.69	0.0027	0.0246	MORF4L2	mortality factor 4 like 2
202005_at	9.65	8.98	1.59	0.0062	0.0455	ST14	suppression of tumorigenicity 14 (colon carcinoma)
202014_at	6.76	8.7	-3.85	3.89e-05	0.0045	PPP1R15A	protein phosphatase 1, regulatory subunit 15A
202021_x_at	11.96	13.31	-2.55	0.001	0.0478	EIF1	eukaryotic translation initiation factor 1
202022_at	7.73	11.67	-15.36	2.41e-06	0.0085	ALDOC	aldolase C, fructose-bisphosphate
202023_at	9.93	11.14	-2.31	2e-04	0.0035	EFNA1	ephrin-A1
202030_at	8.85	9.83	-1.97	4e-04	0.0064	BCKDK	branched chain ketoacid dehydrogenase kinase
202034_x_at	8.1	9.42	-2.51	2e-04	0.0043	RB1CC1	RB1-inducible coiled-coil 1
202038_at	11.12	11.92	-1.73	0.0017	0.0177	UBE4A	ubiquitination factor E4A
202042_at	11.17	10.44	1.65	0.0025	0.0234	HARS	histidyl-tRNA synthetase
202048_s_at	10.31	9.36	1.93	5e-04	0.0072	CBX6	chromobox homolog 6
202054_s_at	10.41	9.11	2.46	1e-04	0.003	ALDH3A2	aldehyde dehydrogenase 3 family, member A2
202060_at	9.57	10.34	-1.71	0.0022	0.0214	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component
202063_s_at	4.22	5.96	-3.34	1e-04	0.0027	SEL1L	sel-1 suppressor of lin-12-like (C. elegans)
202068_s_at	10.14	10.92	-1.72	0.0018	0.0185	LDLR	low density lipoprotein receptor
202070_s_at	8.85	8.04	1.76	0.0029	0.0261	IDH3A	isocitrate dehydrogenase 3 (NAD+) alpha
202073_at	6.04	6.74	-1.62	0.0048	0.0376	OPTN	optineurin
202076_at	10.31	11.73	-2.68	7.65e-05	0.0022	BIRC2	baculoviral IAP repeat containing 2
202081_at	11.75	10.86	1.85	0.0035	0.0299	IER2	immediate early response 2
202094_at	9.27	7.14	4.38	4.77e-05	0.0016	BIRC5	baculoviral IAP repeat containing 5
202098_s_at	9.9	10.76	-1.83	0.0044	0.0354	PRMT2	protein arginine methyltransferase 2
202105_at	10.34	11.08	-1.67	0.0025	0.0238	IGBP1	immunoglobulin (CD79A) binding protein 1
202107_s_at	12.22	9.83	5.25	1.11e-06	2e-04	MCM2	minichromosome maintenance complex component 2
202115_s_at	9.19	8.31	1.84	8e-04	0.0102	NOC2L	NOC2-like nucleolar associated transcriptional repressor
202122_s_at	10.17	9.13	2.06	3e-04	0.0054	PLIN3	perilipin 3
202130_at	9.51	11.56	-4.13	2e-04	0.0087	RIOK3	RIO kinase 3
202136_at	11.87	11.15	1.65	0.0025	0.0238	ZMYND11	zinc finger, MYND-type containing 11
202140_s_at	8.82	10.42	-3.02	2e-04	0.0296	CLK3	CDC like kinase 3
202145_at	10.8	9.41	2.61	0.0032	0.0279	LY6E	lymphocyte antigen 6 complex, locus E
202149_at	9.2	7.68	2.87	0.0011	0.0129	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
202153_s_at	10.7	9.07	3.09	2e-04	0.0083	NUP62	nucleoporin 62kDa
202154_x_at	11.56	10.81	1.68	0.002	0.0198	TUBB3	tubulin, beta 3 class III
202163_s_at	8.6	9.6	-2	0.0034	0.0474	CNOT8	CCR4-NOT transcription complex subunit 8
202165_at	8.44	9.31	-1.84	0.0039	0.0327	PPP1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2
202167_s_at	9.07	10.21	-2.21	2e-04	0.004	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
202176_at	9.46	8.86	1.51	0.0069	0.0493	ERCC3	excision repair cross-complementation group 3
202178_at	9.39	10.38	-1.98	0.0023	0.0367	PRKCZ	protein kinase C, zeta
202181_at	8.78	9.62	-1.79	0.0019	0.019	SUSD6	sushi domain containing 6
202182_at	8.94	8.11	1.77	0.0011	0.0129	KAT2A	K(lysine) acetyltransferase 2A
202183_s_at	9.65	8.1	2.93	2e-04	0.0087	KIF22	kinesin family member 22
202185_at	11.51	10.88	1.55	0.0057	0.0428	PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
202188_at	10.4	9.69	1.63	0.003	0.0269	NUP93	nucleoporin 93kDa
202200_s_at	10.24	9.25	1.99	8e-04	0.0108	SRPK1	SRSF protein kinase 1
202205_at	9.28	8.34	1.92	0.0029	0.0425	VASP	vasodilator-stimulated phosphoprotein
202211_at	8.48	10.84	-5.14	1e-04	0.0265	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3
202223_at	9.69	11.3	-3.05	1e-04	0.0073	STT3A	STT3A, subunit of the oligosaccharyltransferase complex (catalytic)
202234_s_at	6.54	8.35	-3.51	1e-04	0.0075	SLC16A1	solute carrier family 16 (monocarboxylate transporter), member 1
202240_at	9.25	7.32	3.83	7.82e-05	0.0022	PLK1	polo-like kinase 1
202264_s_at	10.05	9.3	1.68	0.0041	0.0339	TOMM40	translocase of outer mitochondrial membrane 40 homolog (yeast)
202275_at	11.56	10.78	1.72	0.0016	0.0173	G6PD	glucose-6-phosphate dehydrogenase
202284_s_at	10.74	12.27	-2.88	2e-04	0.0313	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)
202286_s_at	12.25	10.92	2.51	2e-04	0.004	TACSTD2	tumor-associated calcium signal transducer 2
202291_s_at	9.17	7.78	2.61	5e-04	0.0155	MGP	matrix Gla protein
202302_s_at	10.57	11.3	-1.66	0.0029	0.0259	RSRC2	arginine/serine-rich coiled-coil 2
202304_at	8.81	10.58	-3.42	6.59e-06	5e-04	FNDC3A	fibronectin type III domain containing 3A
202307_s_at	8.44	9.16	-1.65	0.0043	0.035	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)
202309_at	12.13	10.12	4.04	4e-04	0.0143	MTHFD1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase
202313_at	10.6	12.32	-3.3	8.6e-06	6e-04	PPP2R2A	protein phosphatase 2, regulatory subunit B, alpha
202315_s_at	8.87	7.58	2.43	6e-04	0.0174	BCR	breakpoint cluster region
202320_at	9.67	8.67	2.01	3e-04	0.0057	GTF3C1	general transcription factor IIIC subunit 1
202324_s_at	10.27	12.1	-3.54	9.19e-06	6e-04	ACBD3	acyl-CoA binding domain containing 3
202326_at	8.74	7.71	2.03	0.0018	0.0323	EHMT2	euchromatic histone-lysine N-methyltransferase 2
202329_at	10.85	10.1	1.68	0.0024	0.0225	CSK	c-src tyrosine kinase
202330_s_at	9.99	7.62	5.17	0.0011	0.0235	UNG	uracil DNA glycosylase
202331_at	9.88	11.17	-2.44	9.94e-05	0.0026	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide
202336_s_at	10.31	11.93	-3.08	8e-04	0.0452	PAM	peptidylglycine alpha-amidating monooxygenase
202338_at	11.23	10.13	2.15	2e-04	0.0038	TK1	thymidine kinase 1, soluble
202342_s_at	7.08	9.4	-4.99	2.99e-06	4e-04	TRIM2	tripartite motif containing 2
202349_at	10.09	9.33	1.69	0.002	0.0196	TOR1A	torsin family 1, member A (torsin A)
202350_s_at	8.81	7.58	2.35	7e-04	0.0181	MATN2	matrilin 2
202353_s_at	10.2	9.22	1.97	0.0011	0.013	PSMD12	proteasome 26S subunit, non-ATPase 12
202364_at	8.12	10.84	-6.59	1.28e-05	0.003	MXI1	MAX interactor 1, dimerization protein
202369_s_at	8.79	10.2	-2.66	8e-04	0.0204	TRAM2	translocation associated membrane protein 2
202375_at	7.83	10.16	-5.03	4.29e-05	0.018	SEC24D	SEC24 homolog D, COPII coat complex component
202381_at	9.93	10.79	-1.81	0.0033	0.0287	ADAM9	ADAM metallopeptidase domain 9
202393_s_at	9.79	10.83	-2.06	9.68e-05	0.0229	KLF10	Kruppel-like factor 10
202395_at	10.7	11.36	-1.57	0.0045	0.0359	NSF	N-ethylmaleimide-sensitive factor
202408_s_at	10.25	9.54	1.63	0.0031	0.0277	PRPF31	pre-mRNA processing factor 31
202420_s_at	10.94	9.85	2.14	2e-04	0.0042	DHX9	DEAH (Asp-Glu-Ala-His) box helicase 9
202421_at	11.67	10.01	3.16	9.5e-05	0.0067	IGSF3	immunoglobulin superfamily, member 3
202430_s_at	7.56	6.89	1.59	0.0041	0.0339	PLSCR1	phospholipid scramblase 1
202431_s_at	10.04	10.9	-1.81	0.0025	0.0238	MYC	v-myc avian myelocytomatosis viral oncogene homolog
202432_at	10.02	10.91	-1.86	0.0012	0.0137	PPP3CB	protein phosphatase 3, catalytic subunit, beta isozyme
202433_at	10.6	12.08	-2.78	2.47e-05	0.0011	SLC35B1	solute carrier family 35, member B1
202442_at	11.45	12.54	-2.12	5e-04	0.0076	AP3S1	adaptor-related protein complex 3, sigma 1 subunit
202449_s_at	11.43	10.52	1.87	6e-04	0.0087	RXRA	retinoid X receptor alpha
202460_s_at	8.13	9.28	-2.23	0.0018	0.0319	LPIN2	lipin 2
202464_s_at	9.27	11.6	-5.02	2.11e-05	0.0312	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
202468_s_at	9.39	10.54	-2.22	1e-04	0.0032	CTNNAL1	catenin (cadherin-associated protein), alpha-like 1
202472_at	7.35	9.18	-3.57	3e-04	0.011	MPI	mannose phosphate isomerase
202481_at	8.6	10.08	-2.79	3.95e-05	0.0015	DHRS3	dehydrogenase/reductase (SDR family) member 3
202483_s_at	11.81	10.72	2.13	4e-04	0.0066	RANBP1	RAN binding protein 1
202495_at	8.81	8.09	1.64	0.0048	0.0376	TBCC	tubulin folding cofactor C
202499_s_at	4.15	6.69	-5.78	6.26e-06	5e-04	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3
202500_at	8.34	10.01	-3.17	1e-04	0.0072	DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2
202504_at	6.07	8.12	-4.15	6.81e-05	0.0058	TRIM29	tripartite motif containing 29
202510_s_at	7.91	7.04	1.83	0.0049	0.0382	TNFAIP2	tumor necrosis factor, alpha-induced protein 2
202512_s_at	7.05	8.85	-3.48	5.95e-06	5e-04	ATG5	autophagy related 5
202531_at	7.43	8.15	-1.65	0.0029	0.0264	IRF1	interferon regulatory factor 1
202535_at	10.06	9.19	1.82	9e-04	0.0109	FADD	Fas (TNFRSF6)-associated via death domain
202536_at	11.42	12.35	-1.9	5e-04	0.0078	CHMP2B	charged multivesicular body protein 2B
202540_s_at	9.38	10.49	-2.16	4e-04	0.0069	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase
202545_at	9.03	7.77	2.4	9e-04	0.0209	PRKCD	protein kinase C, delta
202548_s_at	9.63	10.31	-1.6	0.0039	0.0326	ARHGEF7	Rho guanine nucleotide exchange factor 7
202553_s_at	8.94	9.94	-2	5e-04	0.0076	SYF2	SYF2 pre-mRNA-splicing factor
202557_at	7.88	9.59	-3.28	7.86e-05	0.0442	HSPA13	heat shock protein 70kDa family, member 13
202561_at	6.8	7.9	-2.14	3e-04	0.0048	TNKS	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase
202565_s_at	9.23	10.06	-1.77	0.0011	0.0132	SVIL	supervillin
202567_at	12.53	11.81	1.65	0.0032	0.0284	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide
202580_x_at	9.77	8.24	2.88	0.0014	0.0276	FOXM1	forkhead box M1
202581_at	9.7	8.33	2.58	4.27e-05	0.0015	HSPA1A; HSPA1B	heat shock 70kDa protein 1A; heat shock 70kDa protein 1B
202584_at	7.73	8.82	-2.14	3e-04	0.005	NFX1	nuclear transcription factor, X-box binding 1
202586_at	7.65	5.96	3.22	9.31e-06	7e-04	POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa
202589_at	12.04	11.29	1.68	0.0025	0.0232	TYMS	thymidylate synthetase
202592_at	8.94	8.08	1.82	9e-04	0.0115	BLOC1S1	biogenesis of lysosomal organelles complex-1, subunit 1
202597_at	8.51	10.19	-3.2	1e-04	0.0076	IRF6	interferon regulatory factor 6
202609_at	9.98	8.67	2.47	5e-04	0.0379	EPS8	epidermal growth factor receptor pathway substrate 8
202613_at	10.14	7.49	6.27	6e-04	0.0168	CTPS1	CTP synthase 1
202620_s_at	10.83	12.59	-3.38	2e-04	0.0093	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2
202621_at	10.09	8.96	2.19	5e-04	0.0076	IRF3	interferon regulatory factor 3
202633_at	10.26	9.31	1.93	6e-04	0.0088	TOPBP1	topoisomerase (DNA) II binding protein 1
202634_at	9.85	9.25	1.52	0.007	0.0495	POLR2K	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa
202638_s_at	5.86	7.45	-3	5.77e-05	0.0481	ICAM1	intercellular adhesion molecule 1
202645_s_at	9.42	8.22	2.3	9e-04	0.0205	MEN1	multiple endocrine neoplasia I
202655_at	10.7	12.98	-4.87	1.05e-06	2e-04	MANF	mesencephalic astrocyte-derived neurotrophic factor
202657_s_at	7.92	8.97	-2.07	2e-04	0.0314	SERTAD2	SERTA domain containing 2
202667_s_at	9.4	10.38	-1.98	0.0022	0.0364	SLC39A7	solute carrier family 39 (zinc transporter), member 7
202668_at	10.58	9.44	2.19	2e-04	0.0041	EFNB2	ephrin-B2
202670_at	9.94	11.07	-2.19	0.0033	0.0468	MAP2K1	mitogen-activated protein kinase kinase 1
202672_s_at	7.14	12.03	-29.67	3.89e-09	2.88e-05	ATF3	activating transcription factor 3
202679_at	10.15	11.65	-2.83	2e-04	0.0092	NPC1	Niemann-Pick disease, type C1
202683_s_at	8.56	9.97	-2.66	4e-04	0.0139	RNMT	RNA (guanine-7-) methyltransferase
202691_at	10.35	8.6	3.36	0.001	0.023	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide
202696_at	9.84	10.86	-2.03	3e-04	0.0052	OXSR1	oxidative stress responsive 1
202703_at	9.92	11.11	-2.27	3e-04	0.0053	DUSP11	dual specificity phosphatase 11
202710_at	8.99	11.14	-4.44	7.17e-05	0.0219	BET1	Bet1 golgi vesicular membrane trafficking protein
202715_at	9.27	8.45	1.76	0.0037	0.0311	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
202716_at	10.56	9.71	1.81	0.0019	0.0191	PTPN1	protein tyrosine phosphatase, non-receptor type 1
202718_at	7.89	7.02	1.82	0.002	0.0196	IGFBP2	insulin like growth factor binding protein 2
202720_at	10.18	12.37	-4.54	1.54e-06	3e-04	TES	testin LIM domain protein
202726_at	9.37	8.39	1.98	4e-04	0.0061	LIG1	ligase I, DNA, ATP-dependent
202729_s_at	9.83	7.87	3.88	3.42e-06	4e-04	LTBP1	latent transforming growth factor beta binding protein 1
202735_at	10.5	9.78	1.65	0.0025	0.0234	EBP	emopamil binding protein (sterol isomerase)
202743_at	10.16	8.41	3.35	9e-04	0.0207	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (gamma)
202745_at	9.78	10.47	-1.61	0.0036	0.0304	USP8	ubiquitin specific peptidase 8
202756_s_at	9.29	8.26	2.04	5e-04	0.0076	GPC1	glypican 1
202757_at	9.85	8.95	1.86	9e-04	0.011	NELFB	negative elongation factor complex member B
202763_at	8.28	9.24	-1.94	5e-04	0.0072	CASP3	caspase 3
202767_at	8.63	7.87	1.7	0.0023	0.0217	ACP2	acid phosphatase 2, lysosomal
202769_at	10.61	12.97	-5.12	3.47e-05	0.0043	CCNG2	cyclin G2
202772_at	9.54	10.91	-2.58	6e-04	0.0178	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase
202776_at	10.87	10.12	1.67	0.0024	0.0225	DNTTIP2	deoxynucleotidyltransferase, terminal, interacting protein 2
202777_at	9.94	10.82	-1.84	0.0013	0.0144	SHOC2	SHOC2 leucine-rich repeat scaffold protein
202788_at	9.66	8.85	1.75	0.0025	0.0237	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3
202789_at	10.16	9.21	1.93	6e-04	0.0088	PLCG1	phospholipase C, gamma 1
202792_s_at	6.38	5.33	2.06	3e-04	0.0048	PPP6R2	protein phosphatase 6, regulatory subunit 2
202794_at	7.39	8.09	-1.62	0.0032	0.0278	INPP1	inositol polyphosphate-1-phosphatase
202798_at	9.74	10.47	-1.66	0.0031	0.0277	SEC24B	SEC24 homolog B, COPII coat complex component
202806_at	9.67	8.54	2.19	0.001	0.0231	DBN1	drebrin 1
202807_s_at	7.53	8.2	-1.6	0.0041	0.0335	TOM1	target of myb1 membrane trafficking protein
202813_at	8.53	7.35	2.26	0.0011	0.0241	TARBP1	TAR (HIV-1) RNA binding protein 1
202815_s_at	8.49	7.45	2.07	3e-04	0.0057	HEXIM1	hexamethylene bis-acetamide inducible 1
202820_at	7.4	8.44	-2.05	0.001	0.0124	AHR	aryl hydrocarbon receptor
202829_s_at	11.5	12.3	-1.75	0.0019	0.0189	VAMP7	vesicle associated membrane protein 7
202831_at	9.12	8.46	1.58	0.0059	0.0437	GPX2	glutathione peroxidase 2
202832_at	8.2	9.52	-2.51	5.05e-05	0.0017	GCC2	GRIP and coiled-coil domain containing 2
202843_at	6.62	11.53	-30.16	3.98e-07	0.0012	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9
202847_at	9.77	11.31	-2.91	3e-04	0.0336	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
202850_at	10.3	9.39	1.89	0.0013	0.0149	ABCD3	ATP binding cassette subfamily D member 3
202859_x_at	8.44	9.81	-2.58	1e-04	0.0245	CXCL8	chemokine (C-X-C motif) ligand 8
202863_at	6.1	7.58	-2.78	2e-04	0.0096	SP100	SP100 nuclear antigen
202870_s_at	10.72	8.68	4.09	3e-04	0.0119	CDC20	cell division cycle 20
202887_s_at	10.36	12.89	-5.79	1.38e-05	0.003	DDIT4	DNA damage inducible transcript 4
202891_at	8.35	9.17	-1.76	0.0014	0.0157	NIT1	nitrilase 1
202893_at	8.68	9.31	-1.55	0.0053	0.0408	UNC13B	unc-13 homolog B (C. elegans)
202894_at	10.1	9.33	1.71	0.003	0.0267	EPHB4	EPH receptor B4
202898_at	6.91	6.13	1.72	0.0026	0.0239	SDC3	syndecan 3
202903_at	7.13	5.99	2.21	2e-04	0.0036	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
202910_s_at	7.55	6.74	1.75	0.0014	0.0152	ADGRE5	adhesion G protein-coupled receptor E5
202911_at	11.24	10.5	1.67	0.0032	0.0284	MSH6	mutS homolog 6
202912_at	8.51	13.33	-28.29	6.7e-08	5e-04	ADM	adrenomedullin
202917_s_at	12.57	11.5	2.1	0.0016	0.0166	S100A8	S100 calcium binding protein A8
202922_at	9.08	10.84	-3.4	8.84e-05	0.0024	GCLC	glutamate-cysteine ligase, catalytic subunit
202926_at	7.93	9.48	-2.91	1.87e-05	0.001	NBAS	neuroblastoma amplified sequence
202933_s_at	11.05	11.69	-1.55	0.0057	0.0428	YES1	YES proto-oncogene 1, Src family tyrosine kinase
202934_at	9.21	12.52	-9.91	9.07e-06	0.0134	HK2	hexokinase 2
202936_s_at	7.27	9.99	-6.6	2.8e-05	0.0176	SOX9	SRY box 9
202944_at	7.55	6.77	1.72	0.0016	0.0171	NAGA	N-acetylgalactosaminidase, alpha-
202945_at	9.42	8.27	2.22	0.0021	0.0354	FPGS	folylpolyglutamate synthase
202948_at	7.79	5.07	6.56	6.56e-06	0.0025	IL1R1	interleukin 1 receptor, type I
202949_s_at	9.82	11.54	-3.27	1.46e-05	8e-04	FHL2	four and a half LIM domains 2
202954_at	11.86	10.31	2.92	2e-04	0.0102	UBE2C	ubiquitin-conjugating enzyme E2C
202963_at	9.74	8.51	2.35	0.0034	0.0478	RFX5	regulatory factor X, 5 (influences HLA class II expression)
202973_x_at	4.61	10.03	-42.96	7.89e-07	0.0085	FAM13A	family with sequence similarity 13, member A
202976_s_at	10.15	7.92	4.68	5.6e-05	0.0053	RHOBTB3	Rho-related BTB domain containing 3
202981_x_at	10.03	11.59	-2.96	2e-04	0.0035	SIAH1	siah E3 ubiquitin protein ligase 1
202983_at	9.82	9.08	1.67	0.0031	0.0274	HLTF	helicase-like transcription factor
202990_at	9.05	10.31	-2.39	0.001	0.0229	PYGL	phosphorylase, glycogen, liver
202998_s_at	8.14	10.65	-5.68	3e-04	0.0321	LOXL2	lysyl oxidase-like 2
203002_at	9.48	10.16	-1.6	0.0069	0.0494	AMOTL2	angiomotin like 2
203005_at	8.84	8.15	1.61	0.0059	0.0437	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)
203011_at	9.47	10.61	-2.2	0.0011	0.0127	IMPA1	inositol(myo)-1(or 4)-monophosphatase 1
203022_at	10.41	8.65	3.38	8e-04	0.0204	RNASEH2A	ribonuclease H2, subunit A
203026_at	9.61	10.35	-1.67	0.0021	0.0206	ZBTB5	zinc finger and BTB domain containing 5
203045_at	10.51	9.81	1.63	0.0051	0.0396	NINJ1	ninjurin 1
203049_s_at	8.12	9.25	-2.19	0.0021	0.0352	TTC37	tetratricopeptide repeat domain 37
203063_at	7.64	6.97	1.59	0.0037	0.0313	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent, 1F
203067_at	10.4	11.06	-1.58	0.0043	0.0349	PDHX	pyruvate dehydrogenase complex, component X
203068_at	7.7	6.99	1.64	0.0027	0.025	KLHL21	kelch-like family member 21
203102_s_at	9.9	10.88	-1.98	6e-04	0.0083	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
